"source_type","article_id","year","location","author_individual","name","title","abstract","doi","url","author_year_ID","authors_full"
"JOUR",90075020,"2019"," Central/South America","Cuellar-Martinez, Tomasa","author_01","Relevance of carbon burial and storage in two contrasting blue carbon ecosystems of a north-east Pacific coastal lagoon","Coastal vegetated ecosystems constitute very productive habitats, characterized by efficient C-org sequestration and long-term preservation in sediments, so they play an important role in climate change mitigation. The temporal evolution of C-org content, stocks and burial rates were evaluated in seagrass and salt marsh habitats in San Quintin Bay (northeast Pacific, Mexico) by using Pb-210-dated sediment cores. Salt marsh cores were characterized by fine-grained sediments, higher salinities, lower terrigenous input and lower mass accumulation rates (MAR: 0.01-0.03 g cm(-2) yr(-1)) than seagrass cores (MAR: 0.02-3.21 g cm(-2) yr(-1)). Accumulation rates in both habitats steadily increased throughout the past century most likely because of soil erosion promoted by land use changes in the surroundings. The C-org stocks were highest in salt marsh cores (12.2-53.6 Mg ha(-1) at 10 cm depth; 259-320 Mg ha(-1) at 1 m depth) than in seagrass cores (5.7-14.4 Mg ha(-1), and 80-98, Mg ha(-1), respectively), whereas C-org burial rates were considerably lower in salt marsh (13-60 g m(-2) yr(-1)) than in seagrass (9-144 g m(-2) yr(-1)) habitats, and the temporal variations observed in C-org burial rates were mostly driven by changes in the accumulation rates. The overall C-org stock (485 +/- 51 Gg C) for both habitats together was comparable to the carbon emissions of a major city nearby. Our results highlight the need to protect these environments as relevant carbon reservoirs. (C) 2019 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2019.03.388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064667884&doi=10.1016%2fj.scitotenv.2019.03.388&partnerID=40&md5=f22eebd91f03499bc0099c7aa772b6c4","Cuellar-Martinez_2019_90075020","Cuellar-Martinez, Tomasa; Carolina Ruiz-Fernandez, Ana; Sanchez-Cabeza, Joan-Albert; Perez-Bernal, Libia-Hascibe; Sandoval-Gil, Jose"
"JOUR",90074668,"2018"," Africa/Middle East","Cusack, M.","author_01","Organic carbon sequestration and storage in vegetated coastal habitats along the western coast of the Arabian Gulf","Certain coastal ecosystems such as mangrove, saltmarsh and seagrass habitats have been identified as significant natural carbon sinks, through the sequestration and storage of carbon in their biomass and sediments, collectively known as 'blue carbon' ecosystems. These ecosystems can often thrive in extreme environments where terrestrial systems otherwise survive at the limit of their existence, such as in arid and desert regions of the globe. To further our understanding of the capability of blue carbon ecosystems to sequester and store carbon in such extreme climates, we measured carbon sediment stocks in 25 sites along the Western Arabian Gulf coast. While seagrass meadows and saltmarsh habitats were widely distributed along the coast, mangrove stands were much reduced as a result of anthropogenic pressures, with 90% of stands having been lost over the last century. Carbon stocks in 1 m deep surface sediments were similar across all three blue carbon habitats, with comparable stocks for saltmarsh (81 +/- 22 Mg C-org ha(-1)), seagrass (76 +/- 20 Mg C-org ha(-1)) and mangroves (76 +/- 23 Mg C-org ha(-1)). We recorded a 38% decrease in carbon stocks between mature established mangrove stands (91 Mg C-org ha(-1)) and recently planted mangroves (56 Mg C-org ha(-1)). Mangroves also had the lowest carbon stock per total area owing to their very limited spatial coverage along the coast. The largest stock per total area belonged to seagrass beds as a result of their large spatial coverage within the Gulf. We employed Pb-210 dating to determine the sediment accretion rates in each ecosystem and found mangrove habitats to be the most efficient carbon sequesters over the past century, with the highest carbon burial rate of the three ecosystems (19 g C-org m(-2) yr(-1)), followed by seagrass (9 g G(org) m(-2) yr(-1)) and saltmarshes (8 g C-org m(-2) yr(-1)). In this work, we describe a comprehensive comparison of sediment stocks in different blue carbon ecosystems within a single marine environment and across a large geographical area, and discuss our results in a global context for other blue carbon ecosystems in the dry tropics.","10.1088/1748-9326/aac899","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056519139&doi=10.1088%2f1748-9326%2faac899&partnerID=40&md5=e284de9bf6bc747f71aaa108886cd933","Cusack_2018_90074668","Cusack, M.; Saderne, V.; Arias-Ortiz, A.; Masque, P.; Krishnakumar, P. K.; Rabaoui, L.; Qurban, M. A.; Qasem, A. M.; Prihartato, P.; Loughland, R. A.; Elyas, A. A.; Duarte, C. M."
"JOUR",90074813,"2015"," Central/South America","Di Bella, C. E.","author_01","Impact of cattle grazing on temperate coastal salt marsh soils","Over the last two decades, grazing intensity has increased in the temperate salt marshes of Samborombon Bay (Argentina) due to agricultural expansion and the displacement of domestic livestock to these areas. We investigated the effect of cattle grazing on soil chemical and physical properties in the higher (HE), medium (ME) and lower (LE) elevation levels of this temperate salt marsh. Soil data were collected from both a National Park, where cattle grazing has been excluded for more than 35yrs, and an adjacent commercial livestock farm continuously grazed by cattle. We found that soil salinity was greater on the grazed than on the ungrazed sites, especially those in the ME and LE. This could be related to the upward flow of salts from the saline groundwater, driven by the increase in the proportion of bare soil on grazed sites. The increase in soil salinity changed the plant community structure through the increase of salt-tolerant and non-palatable species and the decrease of palatable species. Soil physical variables (soil bulk density and soil bearing capacity) were also higher on the grazed than on the ungrazed sites, which can be related to the decrease in soil organic matter (SOM), and suggest an incipient compaction process; however, the values were still lower than those considered critical for plant growth in clay soils. These results suggest that continuous grazing management in this temperate salt marsh might have negative consequences for animal production and ecosystem conservation, mainly related to the increased soil salinity. Further research will be necessary to evaluate the suitability of switching to intermittent grazing management.","10.1111/sum.12176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929953645&doi=10.1111%2fsum.12176&partnerID=40&md5=27820e465fa7da483cd2c0b12b0390c9","Di Bella_2015_90074813","Di Bella, C. E.; Rodriguez, A. M.; Jacobo, E.; Golluscio, R. A.; Taboada, M. A."
"JOUR",90074400,"2008"," Europe (rare)","Dikou, A.","author_01","Abiotic and biotic patterns across Mediterranean coastal wetland systems, north east Aegean, Greece","1 - Coastal wetlands are regarded as transitional ecosystems regulating fluxes of materials and energy between the land and the sea and are protected habitats under the NATURA 2000 European network of protected areas. Description of spatial heterogeneity in abiotic and biotic constituents of coastal wetland systems is a prerequisite for the establishment of long-term monitoring programs and a first step in elucidating their functional role in the landscape; both of particular significance to management. Spatial variability of water and substratum physicochemical variables and of substratum macroinvertebrate fauna composition and abundance across five sea-coastal wetland-land systems, Kalloni bay, Lesvos Island, Greece, were quantified during the growing season of 2005. 2 - The studied coastal wetlands develop on an alluvial flat plain of mineral soils as indicated by low values of percent organic matter, circumneutral pH, and high values of bulk density. Trends in physicochemical variables of substratum varied among the five coastal wetland systems studied even when the same variable was examined. Canonical discriminant analysis indicated that the most important substratum physicochemical variable in differentiating among the sea-wetland-land units of the studied gradients was electrical conductivity (salt influence) in four out of the five coastal wetland systems. Total nitrogen concentration of substratum was the only variable among the ones studied which was related positively either with total phosphorus concentration or/and percent organic matter of substratum in all wetland systems studied; the highest values occurred where vegetation was present. 3 - Distribution and abundance of substratum macroinvertebrate taxa across the sea-wetland-land gradients studied reflected the interaction between the marine and terrestrial environment. Gasteropoda, bivalvia and schaphopoda were found in higher abundances at sea and sea-influenced stations, which gradually decreased towards the land. On the other hand, insecta appeared at stations further away from the shore and their abundance progressively increased towards land. Gasteropoda and insecta were the taxa responsible for the identification of at least three clusters of stations across all five coastal systems studied. Two clusters contained clearly ""terrestrially-influenced"" or ""sea-influenced"" stations while intermediate clusters contained stations with varying degree of salt influence.4 - Distribution and abundance of gasteropoda and insecta, however, were found to be directly related to nutrient status and not to electrical conductivity of substratum.",NA,NA,"Dikou_2008_90074400","Dikou, A.; Dinapoya, V.; Evaggelatou, K.; Lambrianidis, E.; Troumbis, A."
"JOUR",90075196,"1987"," Europe (rare)","Faganeli, J.","author_01","Organic geochemistry of two 40-m sediment cores from the Gulf of Trieste (Northern Adriatic)",NA,"10.1016/0272-7714(87)90119-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023468550&doi=10.1016%2f0272-7714%2887%2990119-3&partnerID=40&md5=3067ecb9ed75cb87801991609e2b4056","Faganeli_1987_90075196","Faganeli, J.; Ogorelec, B.; Mišič, M.; Dolenec, T.; Pezdič, J."
"JOUR",90074595,"2013"," Europe","Ferreira, Fernando Perobelli","author_01","Chemical and spectroscopic characteristics of humic acids in marshes from the Iberian Peninsula","To characterise soil humic acids (HAs) extracted from Spanish marshes formed under different vegetation types (Spartina maritima (GSp), Juncus maritimus (GJc), Phragmites australis (GPh), and Scirpus maritimus (VSc)), soil depths (0-20, 20-40 and 40-60 cm), physiographic position (low and high marshes), wetland types (salt marshes and lagoons) and environmental conditions (Atlantic and Mediterranean coast).Soil samples were collected in five Spanish marshes, three on the Galicia province and two on the Valencia province. Humic acids were extracted and their elemental composition, semiquinone-type free radical (SFR) content, FTIR and CPMAS C-13 NMR spectra determined. Total carbon (TC), total nitrogen (TN), total sulphur (TS), CaCO3 content, and field pH and Eh (mV) in the marsh soils sampled were also measured.The field pH and Eh values were typical of coastal areas submitted to periodic inundations and the highest TC, TN and TS contents were found in the soil of lagoon marshes as an effect of physiographic position and wetland type. The HAs, in general, were highly aliphatic and exhibited a low SFR content, which suggests a low humification degree of the SOM formed in the studied areas. This is a result of the anaerobic decomposition to which SOM is submitted and the high input of plant-derived organic matter (OM) by vegetation. However, among the studied sites low salt marsh and subsurface layer of the high salt marsh showed higher SFR content, simpler FTIR spectra, higher lignin degradation and lower O-alkyl C/alkyl C ratio than the lagoon marshes, thus suggesting the presence of a more humificated SOM in these sites.From the different factors analysed, only physiographic position (low versus high salt marshes) and wetland type (marshes versus lagoons) caused variations in the HAs characteristics, because as the studied soils are under anaerobic conditions, they control the exportation of plant-derived OM and the allochthonous OM contribution in the studied areas.","10.1007/s11368-012-0607-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872854631&doi=10.1007%2fs11368-012-0607-9&partnerID=40&md5=125a3a73864acf8cd600b84b0255f10a","Ferreira_2013_90074595","Ferreira, Fernando Perobelli; Vidal-Torrado, Pablo; Otero, Xose L.; Buurman, Peter; Martin-Neto, Ladislau; Boluda, Rafael; Macias, Felipe"
"JOUR",90075415,"2019"," Europe (rare)","Ferronato, Chiara","author_01","Effect of waterlogging on soil biochemical properties and organic matter quality in different salt marsh systems","This study investigated the effects of hydroperiod on soil organic matter quality in three different salt marshes in the Baiona lagoon (N Italy) representing terrestrial, intertidal and subaqueous ecosystems in the area. The study specifically aimed to gain some insight into how soil waterlogging (hydroperiod) affects the chemical and biological properties of soils as well as the quality and structure of the soil organic matter (SOM). Total contents of selected nutrients, total organic carbon and carbon stable isotope (delta C-13) were measured in all soil profiles. The results of these analyses enabled us to define the different origin of the SOM by discriminating between terrestrial and aquatic SOM sources. The findings also show that accumulation of nutrients and SOM is significantly magnified in intertidal systems, in which pedoturbation effects induced by water movements are particularly strong. In addition, DRIFT spectra of humic acids revealed the changes in the main functional groups in relation to increased waterlogging, highlighting the lower aromaticity and complexity in subaqueous soils (SASs), which is possibly due to the effect of the soil water saturation on the chemical and biological SOM transformation processes. Microbial biomass carbon (MBC), microbial quotient (Qmic) and the activities of some soil enzymes were measured to estimate soil metabolic activity in the systems and to evaluate how the microbial pool contributes to transforming the SOM. In all systems, the enzymatic activities were generally higher in subsurface horizons than in the surface horizon. This unexpected behaviour can be explained by the combined effect of water movement, erosion processes and preservation of SOM under anaerobic conditions. This study represents an attempt to investigate and understand the ongoing degradation processes in salt marsh ecosystems. The findings emphasize the strong influence of water flow and erosional processes associated with soil waterlogging on chemical and biological reactions in intertidal and subaqueous systems.","10.1016/j.geoderma.2018.12.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058501543&doi=10.1016%2fj.geoderma.2018.12.019&partnerID=40&md5=c33986307b7062a49ba31f07079917f9","Ferronato_2019_90075415","Ferronato, Chiara; Marinari, Sara; Francioso, Ornella; Bello, Diana; Trasar-Cepeda, Carmen; Antisari, Livia Vittori"
"JOUR",90074819,"2021","North America","Gailis, Maija","author_01","Quantifying blue carbon for the largest salt marsh in southern British Columbia: implications for regional coastal management","Understanding blue carbon storage and accumulation prior to engineering projects is essential for assessing the potential co-benefit of carbon storage for natural climate solutions. This study collected sediment cores from the western portion of Boundary Bay, Delta, British Columbia (BC), where implementation of a living dike pilot project is planned to alleviate impacts of sea level rise. Total carbon stocks were 10,034 +/- 3,148 Mg C for the western 140 ha of marsh, with stocks averaging 83.3 +/- 29.3 Mg C/ha (high marsh) and 39.3 +/- 24.2 Mg C/ha (low marsh). Carbon accumulation rates (CARs) exhibited substantial variability, ranging from 19.5 to 454 g C/m(2)/yr (median 70.1 g C/m(2)/yr). Both stocks and accumulation rates were at least 45% lower than globally averaged estimates, likely due to the shallow depth and dominant vegetation type of the marsh. Despite historical modifications to the marsh, our study indicates that the western marsh has expanded by about 20% since 1930, which we estimate increased carbon stocks by about 1,549-1,698 Mg C. This study's quantification of carbon stocks and CARs is an important first step towards leveraging the co-benefit of salt marshes for improved management, restoration, and preservation. However, additional data are needed to document the greenhouse gas budgets for carbon accounting purposes, along with exploration of law and policy issues related to carbon stewardship in a multi-jurisdictional coastal environment. We outline subsequent research needed for salt marshes such as Boundary Bay to be included in voluntary carbon markets in British Columbia.","10.1080/21664250.2021.1894815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112633197&doi=10.1080%2f21664250.2021.1894815&partnerID=40&md5=d929f48b77f3ddcea84ed87e33e89d7f","Gailis_2021_90074819","Gailis, Maija; Kohfeld, Karen Elizabeth; Pellatt, Marlow G.; Carlson, Deborah"
"JOUR",90074897,"2020"," Europe","Gispert, Maria","author_01","The role of soil as a carbon sink in coastal salt-marsh and agropastoral systems at La Pletera, NE Spain","To evaluate the potential of natural and modified salt-marsh soils to store organic carbon and their soil properties, we investigated six soil environments located at La Pletera salt-marsh area, NE Spain. Namely, Ruderal (RU), rubbles over marsh for construction purpose, ELY covered by Elymus elymoides (Raf.) meadows, ART under Arthrocnemurn fruticosum L., SAL under Salicornia patula Duval Jouve, AGR under Zea mays L., and AME under Medicago saliva L. as artificial meadow. Soils were sampled at three depths (0-5, 5-20 and 20-40 cm). At 0-5 cm depth, soil organic carbon (SOC) was higher in ART soil (40.08 g kg(-1)) with respect to ELY, AME, AGR, SAL and RU (23.63, 11.45, 5.77, 4.40 and 3.18 g kg(-1) respectively). Glomalin (TGRSP) in ART had the same trend, with 8.88 g kg(-1) decreased by 51%, 77%, 89%, 92% and 94% in ELY, AME, AGR, SAL and RU soil respectively, indicating that in ART recalcitrant organic carbon may prevail. ART and ELY soils had higher SOC and GRSP than AGR and AME soils at 0-5 and 5-20 cm (on average + 70% and 57%) but SOC values were similar at 20-40 cm depth and glomalin was even higher in AGR and AME soils at this depth suggesting migration of stable organic compounds in cultivated soils. The water stable aggregates (WSA) analysed in the 0.25-2 mm and 2-5.6 mm fractions was also higher in ART and ELY soils (approximate to 90%) at 0-5 and 5-20 cm with respect to the other investigated soils. Higher WSA (fraction 0.25-5 mm) was found in AGR and AME soils at 20-40 cm corroborating that at higher GRSP corresponds higher aggregation. Potential carbon loss as C-CO2 (Mg ha(-1)) was evaluated at 0-5 cm depth and was much lower in ART soil. Accordingly, C-CO2/SOC ratio assigned to ART soil 1.85% of SOC loss against 8.26%, 11.64%, 18.90%, 20.37% and 22.72% of ELY, AME, RU, SAL and AGR soils respectively, indicating that only ART and ELY soils may exert clear carbon sequestration ability. The soil under annual Salicornia patula Duval Jouve (SAL) showed very low SOC (4.40 g kg(-1)) and the highest carbon loss potential (22.72%) due to shortage of organic decaying debris at surface. Also, C-TGRSP resulted higher in ELY and ART soils (2.51 and 1.31 Mg ha(-1)respectively) and C-TGRSP/SOC ratio demonstrated glomalin carbon enrichment in this order: ART > AME > ELY > AGR > SAL > RU, suggesting that carbon sequestration capacity may be assigned to ART and ELY soils, major carbon sinks in the Pletera salt-marsh area. Conversely, RU, AGR and AME soils, identified as ancient salt-marsh converted into agropastoral systems or altered for tourism purposes showed worse soil properties and higher sensitivity to carbon destabilization. Statistical treatment of data by factor analysis corroborated the obtained results outlining the importance of ART and ELY soils in maintaining best soil properties and the highest carbon storage capacity.","10.1016/j.catena.2019.104331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075738729&doi=10.1016%2fj.catena.2019.104331&partnerID=40&md5=c3a335e0547ccf13f141aefab6260433","Gispert_2020_90074897","Gispert, Maria; Phang, Chantha; Carrasco-Barea, Lorena"
"JOUR",90075190,"2021"," Europe","Gispert, Maria","author_01","Appraising soil carbon storage potential under perennial and annual Chenopodiaceae in salt marsh of NE Spain","The work was conducted at La Pletera salt marsh (NE Spain) to investigate the potential for atmospheric carbon capture of perennial Sarcocornia fruticosa (L.) Scott and annual Salicornia patula Duval Jouve and subsequent carbon integration and storage into S. fruticosa and S. patula soils respectively, at 0-5 and 5-20 cm depth. S. fruticosa amounts of aboveground (aC), belowground (bC) and litter (lC) carbon were 2300%, 350% and 3000% higher than S. patula according to the respective plant, root and litter biomass. This dramatic difference was reflected in soil organic carbon (SOC) values, much higher in S. fruticosa soil at 0-5 cm depth with 17.07 +/- 5.83 g kg(-1) than S. patula soil with 5.89 +/- 1.68 g kg(-1), namely 189% increase. Similarly, SOC increased by 109% in S. fruticosa soil at 5-20 cm depth. This perennial species can accumulate great amount of decaying debris at surface, which would gradually decompose by microbial activity to increase the soil organic carbon stock. Furthermore, the organic carbon incorporated is of better quality because contains higher fractions of glomalin, a stable organic compound known for its important role in soil aggregate stability. In fact, glomalin related soil protein (GRSP) was 292% and 182% higher in S. fruticosa than S. patula at the two depths respectively. By contrast, the low amount and nature of decaying debris produced in S. patula are easily mineralized and lesser organic carbon is consequently incorporated into soil. Lower SOC and GRSP affected the soil aggregate stability (WSA) in the 0.25-2 mm and 2-5.6 mm aggregate fractions, considerably more detachable in S. patula soil. Moreover, this soil exhibited the highest mineralization coefficient (Qm) at both depths, 125% and 175% higher than S. fruticosa soil respectively, and a major sensitivity to carbon loss. The PCA further highlighted the ability of S. fruticosa habitat to act as a carbon sink. Results may be valuable for salt marsh vegetation management addressed to mitigate climate change and increase ecosystem services.","10.1016/j.ecss.2021.107240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101168187&doi=10.1016%2fj.ecss.2021.107240&partnerID=40&md5=9fca23eaef2474ce3ac52c3d7c137c6d","Gispert_2021_90075190","Gispert, Maria; Kuliush, Tetiana; Dyachenko, Lina; Kharytonov, Mykola; Emran, Mohamed; Verdaguer, Dolors; Llorens, Laura; Carrasco-Barea, Lorena"
"JOUR",90074871,"2012"," Europe","Gonzalez-Alcaraz, M. N.","author_01","Storage of organic carbon, nitrogen and phosphorus in the soil-plant system of Phragmites australis stands from a eutrophicated Mediterranean salt marsh","In this study we quantified the different forms of nitrogen, organic carbon and phosphorus in two eutrophicated watercourses flowing into a coastal salt marsh of the Mar Menor lagoon and analysed the role of the water flow regime in the nutrient loads flowing into the salt marsh. We discuss the degree to which the soil-plant system in stands of Phragmites australis could be affected by the discharges of nutrients and estimate the stocks of nitrogen, phosphorus and organic carbon in different compartments of the system. The base flow sustained an important discharge of surplus water of agricultural origin enriched in dissolved organic carbon (12.7 T y(-1)) and nitrogen (78.3 T y(-1), 85% N-NO3- and 15% organic-N) into the salt marsh, while inputs from wastewater-treatment plants were of much lower magnitude (5.5 T y(-1) of dissolved organic carbon and 4.1 T y(-1) of nitrogen, 57% N-NH4+ and 43% organic-N). The annual loads of phosphorus of agricultural origin and from urban wastewater were 1.87 T y(-1) and 0.97 T y(-1), respectively. The data show that the high amounts of inorganic nitrogen from agricultural activity are absorbed by vegetation or denitrified, while organic nitrogen probably helps to compensate for soil nitrogen lost by mineralisation. The soils of the salt marsh may be considered a sink for phosphorus flowing into it in wastewater. The tissues of P. australis showed differing patterns of accumulation and translocadon of carbon, nitrogen and phosphorus; the concentrations of these three elements changed with the season but apparently were not affected by the eutrophicated water that the plants received. Soil salinity, pH, Fe concentrations and phosphorus content had little influence on litter quality. Dry stems were important reservoirs of organic carbon since they persisted throughout the year, while dry leaves were the main contributors to the litter, which was mineralised partially during spring and summer. Calculations of primary productivity showed a positive balance of carbon in the below-ground biomass (595 g m(-2) y(-1)), above-ground (2610 g m(-2) y(-1)) and litter (260 g m(-2) y(-1)). The average soil organic carbon concentration decreased in one of the plots studied, probably because mineralisation was favoured since the soil was dry most of the time. Hence, our data suggest that although the high biomass production of Phragmites favours carbon sequestration in plant biomass, soil organic carbon losses in stands of this species may be very important throughout the year. (C) 2012 Published by Elsevier B.V.","10.1016/j.geoderma.2012.03.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860554082&doi=10.1016%2fj.geoderma.2012.03.019&partnerID=40&md5=2b2730ed03b662de18c898ff12a4d914","Gonzalez-Alcaraz_2012_90074871","Gonzalez-Alcaraz, M. N.; Egea, C.; Jimenez-Carceles, F. J.; Parraga, I.; Maria-Cervantes, A.; Delgado, M. J.; Alvarez-Rogel, J."
"JOUR",90074327,"2017"," Europe","Goslin, J.","author_01","Carbon stable isotope (δ13C) and elemental (TOC, TN) geochemistry in saltmarsh surface sediments (Western Brittany, France): a useful tool for reconstructing Holocene relative sea-level",NA,"10.1002/jqs.2971","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023638342&doi=10.1002%2fjqs.2971&partnerID=40&md5=ea227cedb0524e8975c095cdd1265fda","Goslin_2017_90074327","Goslin, J.; Sansjofre, P.; Van Vliet-Lanoë, B.; Delacourt, C."
"JOUR",90075208,"2022"," Europe","Graversen, Anna Elizabeth Lovgren","author_01","Carbon sequestration is not inhibited by livestock grazing in Danish salt marshes","Climate change has created a need for solutions that can counteract greenhouse gas emissions. One is the expansion and maintenance of natural carbon (C)-sequestration habitats, such as forests and coastal and marine vegetated ecosystems, socalled ""blue carbon ecosystems"" including salt marshes, which represent large and long-term C-storage potential. While salt marsh blue carbon is gaining international attention, Baltic and Nordic salt marshes have been neglected in the blue carbon context. Here, we quantified C-stocks and C-sequestration rates in grazed and nongrazed sites of three Danish salt marshes, and evaluated whether grazing livestock, the standard management to increase biodiversity of the marshes, affect C-stocks and sequestration rates. The aboveground biomass and vegetation height in nongrazed salt marshes were significantly larger than for grazed salt marshes, but this did not lead to significantly enhanced overall sediment- or C-accumulation rates. Detailed model analyses of sediment profiles even indicated significantly higher C-densities in surface layers at grazed sites. Averaged C-densities, C-stocks (top 43 cm sediment) and sequestration rates estimated from Pb-210 profiles ranged 0.011-0.022 g C cm(-3), 4228-8178 g C m(-2), and 17-45 g C m(-2) yr(-1), respectively, with the latter being low in the global context. While this pioneering study for the Baltic and Nordic regions showed a neutral to positive effect of grazing on C-sequestration, there is a need to explore the overall C-footprint of this practice, including effects on net greenhouse gas emissions and coastal defense capacity, and define blue carbon management strategies for salt marshes to maximize their climate change mitigation and adaptation capacity while supporting biodiversity.","10.1002/lno.12011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122708409&doi=10.1002%2flno.12011&partnerID=40&md5=d81ebb481a511605d40a7fd7aa1ec32d","Graversen_2022_90075208","Graversen, Anna Elizabeth Lovgren; Banta, Gary T.; Masque, Pere; Krause-Jensen, Dorte"
"JOUR",90075284,"2017"," Europe","Hansen, Kerstin","author_01","Factors influencing the organic carbon pools in tidal marsh soils of the Elbe estuary (Germany)","Purpose Soils of tidal marshes play an important role in regional carbon (C) cycles as they are able to store considerable amounts of organic carbon (OC). However, the C dynamics of marsh soils of the Elbe estuary have not been investigated so far. Therefore, the aim of this study was to identify the sources and distribution of soil organic carbon (SOC) and the factors influencing the SOC pools of tidal marshes of the study region.Materials and methods In this study, SOC pools were determined in different salinity zones and elevation classes of the estuarine marshes. The amount of initial allochthonous OC was derived from the OC content in fresh sediments. The difference to the recent OC content in the soils was interpreted as autochthonous accumulation or mineralization by microorganisms.Results and discussion Young, low marshes of the study sites seem to be predominantly influenced by allochthonous OC deposition whereas the older, high marshes show autochthonous OC accumulation in the topsoils (0-30 cm) and mineralization in the subsoils (30-70 cm). SOC pools of the whole profile depth (0-100 cm) did not significantly differ between elevation classes, but decreased significantly with increasing salinity from 28.3 kg m(-2) in the most upstream site of the oligohaline zone to 9.7 kg m(-2) in the most downstream site of the polyhaline zone. Even though the areal extent of the investigated salinity zones was similar, the SOC mass within 100 cm soil depth decreased from 0.62 Tg (1 Tg = 10(12) g) in the oligohaline zone to 0.18 Tg in the polyhaline zone.Conclusions Elevation was found to be one factor influencing the SOC pools of tidal marshes. However, salinity seems to be an even stronger influencing factor reducing the above-ground biomass and, accordingly, the autochthonous OC input as well as the allochthonous input by enhanced mineralization of OC along the course of the estuary. An upstream shift of the salinity zones by sea level rise could, therefore, lead to a reduction of the SOC storage of the estuarine marshes.","10.1007/s11368-016-1500-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978147680&doi=10.1007%2fs11368-016-1500-8&partnerID=40&md5=1515e21fa662bb303deead90c66d2266","Hansen_2017_90075284","Hansen, Kerstin; Butzeck, Christian; Eschenbach, Annette; Groengroeft, Alexander; Jensen, Kai; Pfeiffer, Eva-Maria"
"JOUR",90074336,"2008"," Asia","Harji, Ranjita R.","author_01","Sources of hydrocarbons in sediments of the Mandovi estuary and the Marmugoa harbour, West coast of India","Surface sediments were collected from various locations of the Mandovi estuary and the Marmugoa harbour. Sediments were analysed for organic carbon (OC), total lipids, n-alkanes concentration and composition. Concentrations of OC, total lipids and n-alkanes varied spatially and ranged from 1 to 2.5%,176 to 1413 mu g/g dry weight (dw) sediments, and 0.8 to 3.2 mu g/g dw sediments of the Mandovi estuary, respectively; and from 0.6 to 2.9%, 233 to 1448 mu g/g dw sediments, and 1.6 to 10.7 mu g/g dw sediments in the Marmugoa harbour, respectively. Long chain, odd carbon n-alkanes (C-23-C-33) in the Mandovi estuary, whereas short chain, even carbon n-alkanes (C-11-C-21) in the Marmugoa harbour sediments were more abundant. The total HC concentrations, n-alkane composition, CPI, UCM and other evaluation indices suggest the dominance of terrestrial hydrocarbons in the estuarine while petroleum derived hydrocarbons in the harbour sediments. This conclusion was further supported by the abundance of hopanes with C-29 to C-34 alpha, beta compounds and steranes with C-27, C-28 and C-29 compounds in the harbour sediments. (C) 2008 Elsevier Ltd. All rights reserved.","10.1016/j.envint.2008.02.006",NA,"Harji_2008_90074336","Harji, Ranjita R.; Yvenat, Antoine; Bhosle, Narayan B."
"JOUR",90074544,"2019",NA,"Harvey, Rachel J.","author_01","No Detectable Broad-Scale Effect of Livestock Grazing on Soil Blue-Carbon Stock in Salt Marshes","Grassland carbon capturing and storage (CCS) is thought to benefit from regulation of grazing. The impact is likely to depend on livestock density. Yet, few studies have tested this principle or evaluated the consistency of grazer-carbon relationships across multiple sites. We sampled four intertidal zones across 22 salt marshes along a 650 km stretch of coast in the UK to examine the impact of livestock density on globally important saltmarsh ""blue carbon"" stocks. Although there were marked impacts of grazing pressure on above ground vegetation composition, structure and biomass, there was no detectable relationship between grazing intensity and soil organic carbon, irrespective of tidal zone in the marsh or soil depth-layer analyzed. A substantial spatial variation in soil carbon was instead explained by contextual environmental variables. There was evidence that compensatory responses by vegetation, such as increased root growth, countered carbon loss from grazing impacts. Our work suggests that grazing effects on carbon stocks are minimal on broader scales in comparison with the influence of environmental context. The benefits of grazing management to carbon stores are likely to be highly context dependent.","10.3389/fevo.2019.00151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066803382&doi=10.3389%2ffevo.2019.151&partnerID=40&md5=0f06be611f1086b7e4c91f364cc0fc22","Harvey_2019_90074544","Harvey, Rachel J.; Garbutt, Angus; Hawkins, Stephen J.; Skov, Martin W."
