source_type,article_id,year,location,author_individual,author_position,title,abstract,doi,url,author_year_ID,authors_full
JOUR,90074967,2016,NA," Pan, Genxing",author_11,Microbial activity promoted with organic carbon accumulation in macroaggregates of paddy soils under long-term rice cultivation,"While soil organic carbon (SOC) accumulation and stabilization has been increasingly the focus of ecosystem properties, how it could be linked to soil biological activity enhancement has been poorly assessed. In this study, topsoil samples were collected from a series of rice soils shifted from salt marshes for 0, 50, 100, 300 and 700 years from a coastal area of eastern China. Soil aggregates were fractioned into different sizes of coarse sand (200-2000 mu m), fine sand (20-200 mu m), silt (2-20 mu m) and clay (< 2 mu m), using separation with a low-energy dispersion protocol. Soil properties were determined to investigate niche specialization of different soil particle fractions in response to long-term rice cultivation, including recalcitrant and labile organic carbon, microbial diversity of bacterial, archaeal and fungal communities, soil respiration and enzyme activity. The results showed that the mass proportion both of coarse-sand (2000-200 mu m) and clay (< 2 mu m) fractions increased with prolonged rice cultivation, but the aggregate size fractions were dominated by fine-sand (200-20 mu m) and silt (20-2 mu m) fractions across the chronosequence. SOC was highly enriched in coarse-sand fractions (40-60 g kg(-1)) and moderately in clay fractions (20-25 g kg(-1)), but was depleted in silt fractions (similar to 10 g kg(-1)). The recalcitrant carbon pool was higher (33-40% of SOC) in both coarse-sand and clay fractions than in fine-sand and silt fractions (20-29% of SOC). However, the ratio of labile organic carbon (LOC) to SOC showed a weakly decreasing trend with decreasing size of aggregate fractions. Total soil DNA (deoxyribonucleic acid) content in the size fractions followed a similar trend to that of SOC. Despite the largely similar diversity between the fractions, 16S ribosomal gene abundance of bacteria and of archaeal were concentrated in both coarse-sand and clay fractions. Being the highest generally in coarse-sand fractions, 18S rRNA gene abundance of fungi decreased sharply but the diversity gently, with decreasing size of the aggregate fractions. The soil respiration quotient (ratio of respired CO2-C to SOC) was the highest in the silt fraction, followed by the fine-sand fraction, but the lowest in coarse-sand and clay fractions in the rice soils cultivated over 100 years, whereas the microbial metabolic quotient was lower in coarse-sandsized fractions than in other fractions. Soil respiration was higher in the silt fraction than in other fractions for the rice soils. For the size fractions other than the clay fraction, enzyme activity was increased with prolonged rice cultivation, whereas soil respiration appeared to have a decreasing trend. Only in the coarse-sand fraction was both microbial gene abundance and enzyme activity well correlated to SOC and LOC content, although the chemical stability and respiratory of SOC were similar between coarse-sand and clay fractions. Thus, biological activity was generally promoted with LOC accumulation in the coarse-sand-sized macroaggregates of the rice soils, positively responding to prolonged rice cultivation management. The finding here provides a mechanistic understanding of soil organic carbon turnover and microbial community succession at fine scale of soil aggregates that have evolved along with anthropogenic activity of rice cultivation in the field.",10.5194/bg-13-6565-2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006367236&doi=10.5194%2fbg-13-6565-2016&partnerID=40&md5=d57a008abcef0f9470eec299deab60ff,Liu_2016_90074967,"Liu, Yalong; Wang, Ping; Ding, Yuanjun; Lu, Haifei; Li, Lianqing; Cheng, Kun; Zheng, Jufeng; Filley, Timothy; Zhang, Xuhui; Zheng, Jinwei; Pan, Genxing"
JOUR,90074987,2015,NA," Pan, Genxing",author_09,Long-term rice cultivation stabilizes soil organic carbon and promotes soil microbial activity in a salt marsh derived soil chronosequence,"Soil organic carbon (SOC) sequestration with enhanced stable carbon storage has been widely accepted as a very important ecosystem property. Yet, the link between carbon stability and bioactivity for ecosystem functioning with OC accumulation in field soils has not been characterized. We assessed the changes in microbial activity versus carbon stability along a paddy soil chronosequence shifting from salt marsh in East China. We used mean weight diameter, normalized enzyme activity (NEA) and carbon gain from straw amendment for addressing soil aggregation, microbial biochemical activity and potential C sequestration, respectively. In addition, a response ratio was employed to infer the changes in all analyzed parameters with prolonged rice cultivation. While stable carbon pools varied with total SOC accumulation, soil respiration and both bacterial and fungal diversity were relatively constant in the rice soils. Bacterial abundance and NEA were positively but highly correlated to total SOC accumulation, indicating an enhanced bio-activity with carbon stabilization. This could be linked to an enhancement of particulate organic carbon pool due to physical protection with enhanced soil aggregation in the rice soils under long-term rice cultivation. However, the mechanism underpinning these changes should be explored in future studies in rice soils where dynamic redox conditions exist.",10.1038/srep15704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945902201&doi=10.1038%2fsrep15704&partnerID=40&md5=2b0adaf7e541f7006b7e7b840bf0a3fa,Wang_2015_90074987,"Wang, Ping; Liu, Yalong; Li, Lianqing; Cheng, Kun; Zheng, Jufeng; Zhang, Xuhui; Zheng, Jinwei; Joseph, Stephen; Pan, Genxing"
JOUR,90074832,1983,NA," Patrick Jr., W.H.",author_03,CARBON-DIOXIDE EMISSION AND CARBON ACCUMULATION IN COASTAL WETLANDS,NA,10.1016/0272-7714(83)90042-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020777615&doi=10.1016%2f0272-7714%2883%2990042-2&partnerID=40&md5=874a7169705514810dc1b83aeff76e01,Smith_1983_90074832,"Smith, C.J.; DeLaune, R.D.; Patrick Jr., W.H."
JOUR,90075182,1979,NA," Patrick Jr., W.H.",author_03,RELATIONSHIP OF SOIL PROPERTIES TO STANDING CROP BIOMASS OF SPARTINA-ALTERNIFLORA IN A LOUISIANA MARSH,NA,10.1016/0302-3524(79)90063-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005396702&doi=10.1016%2f0302-3524%2879%2990063-X&partnerID=40&md5=c6209e1bf0b24125b908ed51ef535e50,DeLaune_1979_90075182,"DeLaune, R.D.; Buresh, R.J.; Patrick Jr., W.H."
JOUR,90075372,1990,NA," Patrick Jr., W.H.",author_03,WETLAND SOIL FORMATION IN THE RAPIDLY SUBSIDING MISSISSIPPI RIVER DELTAIC PLAIN - MINERAL AND ORGANIC-MATTER RELATIONSHIPS,NA,10.1016/0272-7714(90)90028-P,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025584745&doi=10.1016%2f0272-7714%2890%2990028-P&partnerID=40&md5=8fb5ea45ea41b84f23cfadbc0f796ade,Nyman_1990_90075372,"Nyman, J.A.; Delaune, R.D.; Patrick Jr., W.H."
JOUR,90074458,2020,NA," Paudel, Bhanu",author_02,Long-term sediment accretion and nutrient deposition in a tidal marsh of the Delaware Bay,"Long-term sediment accretion and nutrient concentrations were investigated in tidal marsh sediments of the Murderkill River, Delaware. Radionuclides (Pb-210 and Cs-137), stable isotopes (C-13 and N-15), organic matter concentrations and nutrient concentrations were measured. Tidal marsh sediment accumulation rates ranged from 0.10 to 0.20 g cm(-2) yr(-1), and accretion rates ranged from 0.31 to 0.74 cm yr(-1). The Carbon (C) to nitrogen (N) ratio (similar to 24) was higher in the downcore of upstream sites, and a similar C/N ratio was identified in surface sediment cores at the downstream sites. The sediment N concentration in the surface sediments was highest at the upstream sites (mostly >= 1% of N) and decreased downstream. Total nitrogen concentrations were highest from 1910 to 1920 (similar to 1.5% N), decreased to approximately 0.6% N by 1940, and then remained constant to present. The dominance of the C4 plant Spartina (cordgrass) over C3 plants after the 1940s may be due to an upward movement of saline water associated with hydrologic changes and a rise in relative sea level. Surface sediments in all of the cores have more total phosphorus (TP) than below ground. The downstream site closest to the estuary had an abrupt increase in surface TP (i.e., 0-10 cm). Sediment TP increased slightly from 2003 to present time (i.e., from 0.07 to 0.11% P). Sediment accumulation and accretion rates in the Murderkill River marshes are similar to the accretion rates determined by previous studies in the region.",10.1635/053.167.0107,NA,Velinsky_2020_90074458,"Velinsky, David J.; Paudel, Bhanu"
JOUR,90074913,2017,NA," Paudel, Bhanu",author_02,"Tidal Marsh Record of Nutrient Loadings in Barnegat Bay, New Jersey","Sediment and nutrient burial in tidal marshes of Barnegat Bay was investigated using age-dated sediment cores collected along a north-to-south transect. Measurements of radionuclides (Pb-210 and Cs-137) and stable isotopes (C-13 and N-15) were accompanied by nutrient and organic matter concentrations. Sediment accumulation rates, measured using Pb-210 and Cs-137 chronology, ranged from 48 to 81 mg cm(2) y(-1), whereas corresponding accretion rates ranged from 0.16 to 0.30 cm y(-1). Sediment nitrogen (N) accumulation rates increased twofold at an upper bay site, starting in the mid-1950s, whereas at other locations, only small to no increases were seen with time. Phosphorus (P) accumulation was minimal with time. N and P accumulation rates were higher between the 1940s to 1950s at stations BB-1 and BB-3, while higher accumulation rate in the down-bay (BB-4) was identified in the early 1990s. Results indicate that bay marshes can sequester approximately 79 +/- 11% of N and 54 +/- 34% of P entering the Bay from upland sources; thus, these marshes perform an important ecosystem service in the form of nutrient sequestration. Marsh accretion rates at the coring sites fall at, to just below, rates of relative sea-level rise recorded by nearby tide gauges. These relatively low rates of accretion render the marsh vulnerable to inundation should the rate of sea-level rise accelerate in the future.",10.2112/SI78-008.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038391467&doi=10.2112%2fSI78-008.1&partnerID=40&md5=30b845d07f76d749e607e9c862a60538,Velinsky_2017_90074913,"Velinsky, David J.; Paudel, Bhanu; Belton, Thomas J.; Sommerfield, Christopher K."
JOUR,90074614,2019,NA," Pellerin, Andre",author_10,Creek Dynamics Determine Pond Subsurface Geochemical Heterogeneity in East Anglian (UK) Salt Marshes,"Salt marshes are complex systems comprising ephemerally flooded, vegetated platforms hydraulically fed by tidal creeks. Where drainage is poor, formation of saline-water ponds can occur. Within East Anglian (UK) salt marshes, two types of sediment chemistries can be found beneath these ponds; iron-rich sediment, which is characterized by high ferrous iron concentration in subsurface porewaters (up to 2 mM in the upper 30 cm); and sulfide-rich sediment, which is characterized by high porewater sulfide concentrations (up to 8 mM). We present 5 years of push-core sampling to explore the geochemistry of the porewater in these two types of sediment. We suggest that when organic carbon is present in quantities sufficient to exhaust the oxygen and iron content within pond sediments, conditions favor the presence of sulfide-rich sediments. In contrast, in pond sediments where oxygen is present, primarily through bioirrigation, reduced iron can be reoxidised and thus recycled for further reduction, favoring the perpetuation of iron-rich sedimentary conditions. We find these pond sediments can alter significantly over an annual timescale. We carried out a drone survey, with ground-truthed measurements, to explore the spatial distribution of geochemistry in these ponds. Our results suggest that a pond's proximity to a creek partially determines the pond subsurface geochemistry, with iron-rich ponds tending to be closer to large creeks than sulfide-rich ponds. We suggest differences in surface delivery of organic carbon, due to differences in the energy of the ebb flow, or the surface/subsurface delivery of iron may control the distribution. This could be amplified if tidal inundations flush ponds closer to creeks more frequently, removing carbon and flushing with oxygen. These results suggest that anthropogenic creation of drainage ditches could shift the distribution of iron- and sulfide-rich ponds and thus have an impact on nutrient, trace metal and carbon cycling in salt marsh ecosystems.",10.3389/feart.2019.00041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064196675&doi=10.3389%2ffeart.2019.00041&partnerID=40&md5=e2dc45e15857cb1cba5d7b456122a07c,Hutchings_2019_90074614,"Hutchings, Alec M.; Antler, Gilad; Wilkening, Jean, V; Basu, Anirban; Bradbury, Harold J.; Clegg, Josephine A.; Gorka, Marton; Lin, Chin Yik; Mills, Jennifer, V; Pellerin, Andre; Redeker, Kelly R.; Sun, Xiaole; Turchyn, Alexandra, V"
JOUR,90075136,2019,NA," Pellerin, Andre",author_10,Table_1_Creek Dynamics Determine Pond Subsurface Geochemical Heterogeneity in East Anglian (UK) Salt Marshes.DOCX,"Salt marshes are complex systems comprising ephemerally flooded, vegetated platforms hydraulically fed by tidal creeks. Where drainage is poor, formation of saline-water ponds can occur. Within East Anglian (UK) salt marshes, two types of sediment chemistries can be found beneath these ponds; iron-rich sediment, which is characterized by high ferrous iron concentration in subsurface porewaters (up to 2 mM in the upper 30 cm); and sulfide-rich sediment, which is characterized by high porewater sulfide concentrations (up to 8 mM). We present 5 years of push-core sampling to explore the geochemistry of the porewater in these two types of sediment. We suggest that when organic carbon is present in quantities sufficient to exhaust the oxygen and iron content within pond sediments, conditions favor the presence of sulfide-rich sediments. In contrast, in pond sediments where oxygen is present, primarily through bioirrigation, reduced iron can be reoxidised and thus recycled for further reduction, favoring the perpetuation of iron-rich sedimentary conditions. We find these pond sediments can alter significantly over an annual timescale. We carried out a drone survey, with ground-truthed measurements, to explore the spatial distribution of geochemistry in these ponds. Our results suggest that a ponds proximity to a creek partially determines the pond subsurface geochemistry, with iron-rich ponds tending to be closer to large creeks than sulfide-rich ponds. We suggest differences in surface delivery of organic carbon, due to differences in the energy of the ebb flow, or the surface/subsurface delivery of iron may control the distribution. This could be amplified if tidal inundations flush ponds closer to creeks more frequently, removing carbon and flushing with oxygen. These results suggest that anthropogenic creation of drainage ditches could shift the distribution of iron- and sulfide-rich ponds and thus have an impact on nutrient, trace metal and carbon cycling in salt marsh ecosystems. Copyright: CC BY 4.0",NA,NA,Hutchings_2019_90075136,"Hutchings, Alec M; Antler, Gilad; Wilkening, Jean V; Basu, Anirban; Bradbury, Harold J; Clegg, Josephine A; Gorka, Marton; Lin, Chin Yik; Mills, Jennifer V; Pellerin, Andre; Redeker, Kelly R; Sun, Xiaole; Turchyn, Alexandra V"
JOUR,90074417,2012,NA, Peng Xin,author_04,"Secondary productivity of macrobenthos in mangrove and salt marsh in Gaoqiao of Zhanjiang, Guangdong Province of South China","In order to understand the secondary productivity of macrobenthos in different botanic habitats in intertidal zone in Gaoqiao of Zhanjiang, the Brey' s empirical formula was applied to calculate the secondary productivity based on the investigations in the habitats of Sonneratia apetala Aegiceras corniculatum, Sporobolus virginicus, and Bruguiera conjugate in four seasons, 2010. The secondary productivity of the macrobenthos in the habitats in four seasons was averagely 11.77 g AFDM . m(-2) . a(-1), being the highest in S. apetala habitat (18. 16 g AFDM . m(-2) . a(-1)), followed by in A. corniculatum habitat (17. 67 g AFDM . m(-2) . a(-1)), S. virginicus habitat (8. 34 g AFDM . m(-2) . a(-1)), and B. conjugate habitat (2. 92 g AFDM . m(-2) . a(-1)). The P/B ratio of the macrobenthos was the highest in B. conjugate habitat (2. 38), followed by in S. virginicus, S. virginicus, and A. corniculatum habitats, with the values of 1. 23, 0. 99, and 0. 48, respectively. The differences in the secondary productivity and P/B ratio of the macrobenthos among the four botanic habitats were mainly related to the sediment total organic carbon, food type, and macrobenthos individual size.",NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860825307&partnerID=40&md5=a7f7d340a6505b96194855398adcf408,NA_2012_90074417,Cai Li-zhe; Xu Peng; Fu Su-jing; Peng Xin; Cao Jing; Chen Xin-wei; Wu Chen; Liu Sha
JOUR,90074921,2012,NA, Peng Xin,author_04,"Polychaete community in mangrove and salt marsh in Zhangjiang River Estuary, Fujian Province of East China","In order to understand the community structure of polychaete in different botanic habitats in Zhangjiang River Estuary, an investigation was conducted in the habitats of Kandelia Candel, Aegiceras corniculatum, Spartina alterniflora, and Avicennia marina in four seasons, 2010. A total of 15 polychaete species were recorded, and 6 species including Eteone delta, Namalycastis abiuma, Paraleonnates uschakovi, Polydora ciliata, Capitella capitata, and Mediomastus californiensis were found in the four habitats and four seasons. The density, biomass, richness index, evenness index, and diversity index of the polychaete had no significant differences among seasons but significant differences among habitats, and the dominant species of polychaete in S. alterniflora habitat differed from that in the other three mangrove habitats. Pearson correlation analysis showed that in the mangrove and slat marsh, there were no significant correlations between the polychaete parameters (density, biomass, richness index, evenness index, and diversity index) and the environmental factors (sediment temperature, salinity, total organic carbon, and total nitrogen), except that the species number of polychaete had significant correlation with sediment temperature due to the common species of polychaete such as Capitella capitata, Mediomastus californiensis, and Namalycastis abiuma in the mangrove and salt marsh in Zhangjiang River Estuary being of eurytherm and eurysalinity, and resistant to high organic matter content.",NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860792301&partnerID=40&md5=c4c49e9318caba2d4eba46e9fd519db9,NA_2012_90074921,Chen Xin-wei; Cai Li-zhe; Wu Chen; Peng Xin; Cao Jing; Xu Peng; Liu Sha; Fu Su-jing
JOUR,90074834,2012,NA," Pennings, Steven C.",author_02,Geographic variation in salt marsh structure and function,"We examined geographic variation in the structure and function of salt marsh communities along the Atlantic and Gulf coasts of the United States. Focusing on the arthropod community in the dominant salt marsh plant Spartina alterniflora, we tested two hypotheses: first, that marsh community structure varies geographically, and second, that two aspects of marsh function (response to eutrophication and addition of dead plant material) also vary geographically. We worked at eleven sites on the Gulf Coast and eleven sites on the Atlantic Coast, dividing each coast up into two geographic areas. Abiotic conditions (tidal range, soil organic content, and water content, but not soil salinity), plant variables (Spartina nitrogen content, height, cover of dead plant material, but not live Spartina percent cover or light interception), and arthropod variables (proportional abundances of predators, sucking herbivores, stem-boring herbivores, parasitoids, and detritivores, but not total arthropod numbers) varied among the four geographic regions. Latitude and mean tidal range explained much of this geographic variation. Nutrient enrichment increased all arthropod functional groups in the community, consistent with previous experimental results, and had similar effects in all geographic regions, contrary to our hypothesis, suggesting widespread consistency in this aspect of ecosystem function. The addition of dead plant material had surprisingly little effect on the arthropod community. Our results caution against the uncritical extrapolation of work done in one geographic region to another, but indicate that some aspects of marsh function may operate in similar ways in different geographic regions, despite spatial variation in community structure.",10.1007/s00442-012-2352-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867564461&doi=10.1007%2fs00442-012-2352-6&partnerID=40&md5=a9c5f42e657cd0caa60fbbc3da7b15b6,McCall_2012_90074834,"McCall, Brittany D.; Pennings, Steven C."
JOUR,90074917,2020,NA," Pennings, Steven C.",author_06,Quantifying how changing mangrove cover affects ecosystem carbon storage in coastal wetlands,"Despite overall global declines, mangroves are expanding into and within many subtropical wetlands, leading to heterogeneous cover of marsh-mangrove coastal vegetation communities near the poleward edge of mangroves' ranges. Coastal wetlands are globally important carbon sinks, yet the effects of shifts in mangrove cover on organic-carbon (OC) storage remains uncertain. We experimentally maintained black mangrove (Avicennia germinans) or marsh vegetation in patches (n = 1,120, 3 x 3 m) along a gradient in mangrove cover (0-100%) within coastal wetland plots (n = 10, 24 x 42 m) and measured changes in OC stocks and fluxes. Within patches, above and belowground biomass (OC) was 1,630% and 61% greater for mangroves than for recolonized marshes, and soil OC was 30% greater beneath mangrove than marsh vegetation. At the plot scale, above and belowground biomass increased linearly with mangrove cover but soil OC was highly variable and unrelated to mangrove cover. Root ingrowth was not different in mangrove or marsh patches, nor did it change with mangrove cover. After 11 months, surface OC accretion was negatively related to plot-scale mangrove cover following a high-wrack deposition period. However, after 22 months, accretion was 54% higher in mangrove patches, and there was no relationship to plot-scale mangrove cover. Marsh (Batis maritima) leaf and root litter had 1,000% and 35% faster breakdown rates (k) than mangrove (A. germinans) leaf and root litter. Soil temperatures beneath mangroves were 1.4 degrees C lower, decreasing aboveground k of fast- (cellulose) and slow-decomposing (wood) standard substrates. Wood k in shallow soil (0-15 cm) was higher in mangrove than marsh patches, but vegetation identity did not impact k in deeper soil (15-30 cm). We found that mangrove cover enhanced OC storage by increasing biomass, creating more recalcitrant organic matter and reducing k on the soil surface by altering microclimate, despite increasing wood k belowground and decreasing allochthonous OC subsidies. Our results illustrate the importance of mangroves in maintaining coastal OC storage, but also indicate that the impacts of vegetation change on OC storage may vary based on ecosystem conditions, organic-matter sources, and the relative spatiotemporal scales of mangrove vegetation change.",10.1002/ecy.2916,NA,Charles_2020_90074917,"Charles, Sean P.; Kominoski, John S.; Armitage, Anna R.; Guo, Hongyu; Weaver, Carolyn A.; Pennings, Steven C."
JOUR,90075195,2021,NA," Pennings, Steven C.",author_02,Disturbance is complicated: Headward-eroding saltmarsh creeks produce multiple responses and recovery trajectories,"Disturbances are one of the most important processes affecting natural systems, but there is a gap between simple conceptual models of disturbance and complex empirical studies. We studied the perturbation caused by headward-eroding creeks in southeastern USA salt marshes. We measured disturbance responses (magnitude and recovery trajectory) of 19 variables. Some variables (shoot density, root biomass, snail density, soil pH, soil strength, soil temperature, elevation) declined sharply, while other variables (crab burrow density, soil organic matter, soil redox) increased sharply, in response to the burrowed and grazed conditions at the creek head. These variables recovered over subsequent years or decades. Other variables (shoot height, aboveground biomass, rhizome biomass, light interception) declined sharply in the creek head, then overshot control values before recovering. Some variables (benthic algae, soil salinity) did not appear to be disturbed by the creek head. As hypothesized, plants recovered before soils and snails. Disturbance magnitude and time to recovery were often greater directly adjacent to the new creekbank than for the same variables in a parallel transect further away from the creekbank, and in some cases variables never converged with control values, indicating a persistent state change. Reducing the dimensionality of the data set into principal component axes obscured the diverse ways in which different aspects of the system responded to and recovered from the perturbation. Our study illustrates the challenges in moving from simple conceptual models of disturbance to empirical studies in which multiple variables are likely to be affected differently and follow different recovery trajectories.",10.1002/lno.11867,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108861787&doi=10.1002%2flno.11867&partnerID=40&md5=25ab67b2a55fb57495a2eeab0e9f99ec,Wu_2021_90075195,"Wu, Fengrun; Pennings, Steven C.; Ortals, Collin; Ruiz, Jennifer; Farrell, W. Reilly; McNichol, Samuel M.; Angelini, Christine; Spivak, Amanda C.; Alber, Merryl; Tong, Chunfu"
JOUR,90075289,2012,NA," Pennings, Steven C.",author_02,Post-mortem ecosystem engineering by oysters creates habitat for a rare marsh plant,"Oysters are ecosystem engineers in marine ecosystems, but the functions of oyster shell deposits in intertidal salt marshes are not well understood. The annual plant Suaeda linearis is associated with oyster shell deposits in Georgia salt marshes. We hypothesized that oyster shell deposits promoted the distribution of Suaeda linearis by engineering soil conditions unfavorable to dominant salt marsh plants of the region (the shrub Borrichia frutescens, the rush Juncus roemerianus, and the grass Spartina alterniflora). We tested this hypothesis using common garden pot experiments and field transplant experiments. Suaeda linearis thrived in Borrichia frutescens stands in the absence of neighbors, but was suppressed by Borrichia frutescens in the with-neighbor treatment, suggesting that Suaeda linearis was excluded from Borrichia frutescens stands by interspecific competition. Suaeda linearis plants all died in Juncus roemerianus and Spartina alterniflora stands, regardless of neighbor treatments, indicating that Suaeda linearis is excluded from these habitats by physical stress (likely water-logging). In contrast, Borrichia frutescens, Juncus roemerianus, and Spartina alterniflora all performed poorly in Suaeda linearis stands regardless of neighbor treatments, probably due to physical stresses such as low soil water content and low organic matter content. Thus, oyster shell deposits play an important ecosystem engineering role in influencing salt marsh plant communities by providing a unique niche for Suaeda linearis, which otherwise would be rare or absent in salt marshes in the southeastern US. Since the success of Suaeda linearis is linked to the success of oysters, efforts to protect and restore oyster reefs may also benefit salt marsh plant communities.",10.1007/s00442-012-2356-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867501387&doi=10.1007%2fs00442-012-2356-2&partnerID=40&md5=1ad42024ac95f1ab7f473d1a884c9b45,Guo_2012_90075289,"Guo, Hongyu; Pennings, Steven C."
JOUR,90075350,2017,NA," Pennings, Steven C.",author_10,Coastal regime shifts: rapid responses of coastal wetlands to changes in mangrove cover,"Global changes are causing broad-scale shifts in vegetation communities worldwide, including coastal habitats where the borders between mangroves and salt marsh are in flux. Coastal habitats provide numerous ecosystem services of high economic value, but the consequences of variation in mangrove cover are poorly known. We experimentally manipulated mangrove cover in large plots to test a set of linked hypotheses regarding the effects of changes in mangrove cover. We found that changes in mangrove cover had strong effects on microclimate, plant community, sediment accretion, soil organic content, and bird abundance within 2 yr. At higher mangrove cover, wind speed declined and light interception by vegetation increased. Air and soil temperatures had hump-shaped relationships with mangrove cover. The cover of salt marsh plants decreased at higher mangrove cover. Wrack cover, the distance that wrack was distributed from the water's edge, and sediment accretion decreased at higher mangrove cover. Soil organic content increased with mangrove cover. Wading bird abundance decreased at higher mangrove cover. Many of these relationships were non-linear, with the greatest effects when mangrove cover varied from zero to intermediate values, and lesser effects when mangrove cover varied from intermediate to high values. Temporal and spatial variation in measured variables often peaked at intermediate mangrove cover, with ecological consequences that are largely unexplored. Because different processes varied in different ways with mangrove cover, the ""optimum"" cover of mangroves from a societal point of view will depend on which ecosystem services are most desired.",10.1002/ecy.1698,NA,Guo_2017_90075350,"Guo, Hongyu; Weaver, Carolyn; Charles, Sean P.; Whitt, Ashley; Dastidar, Sayantani; D'Odorico, Paolo; Fuentes, Jose D.; Kominoski, John S.; Armitage, Anna R.; Pennings, Steven C."
JOUR,90074332,2020,NA," Penuelas, Josep",author_06,Climatic temperature controls the geographical patterns of coastal marshes greenhouse gases emissions over China,"Coastal marshes contribute greatly to atmospheric greenhouse gases (GHGs) and have thus attracted considerable attention at regional and global scales. However, the relative importance of climates and soil variables to the geographical variation of GHG emissions at a large geographical scale remains poorly understood. We thus investigated the spatial patterns of GHG (CO2, CH4 and N2O) emissions from coastal marshes along a latitudinal gradient in China and identified the climatic and soil variables controlling the emissions. Emissions of CO2, CH4 and N2O were estimated at rates of 12.8-310 mg CO2 m(-2) h(-1), 23.6-986 mu g CH4 m(-2) h(-1) and 1.58-110 mu g N2O m(-2) h(-1), respectively. The emissions of CH4, N2O and CO2 increased from high to low latitudes and were strongly correlated with climatic temperature. These emissions also varied significantly between temperate and subtropical climates and between winter and summer. Soil Eh, total organic carbon (TOC), dissolved organic carbon (DOC), total nitrogen, microbial biomass carbon (MBC) and nitrogen (MBN), bacterial abundance were the key regulators of CH4 emissions. Soil Eh, TOC, DOC, MBC and MBN were the crucial variables controlling N2O emissions. CO2 emissions across the coastal marshes were controlled mainly by soil pH, TOC, DOC, MBC, MBN and bacterial abundance. Although GHG emissions were strongly correlated with climatic temperature, 28-67% of the variations in GHG emissions were attributed to soil variables. The relative amplitudes (%) of the increases in GHG emissions, estimated on the basis of projected annual increases of 2 or 4 degrees C by 2100, were larger in temperate than subtropical coastal marshes, indicating that the coastal marshes with lower temperature were more sensitive to global warming. The annual emissions of CO2, CH4 and N2O estimated from the Chinese coastal marshes accounted for 6.6, 0.62 and 0.70% of the annual emissions from global terrestrial ecosystems, respectively. These results suggest that coastal marshes will be important to future global warming and will play a critical role in global GHG emissions.",10.1016/j.jhydrol.2020.125378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089093548&doi=10.1016%2fj.jhydrol.2020.125378&partnerID=40&md5=e352c5c75411052cf4b385c4843ec9aa,Li_2020_90074332,"Li, Xiaofei; Sardans, Jordi; Hou, Lijun; Liu, Min; Xu, Chaobin; Penuelas, Josep"
JOUR,90074767,2020,NA," Penuelas, Josep",author_02,Shifts in Microbial Biomass C/N/P Stoichiometry and Bacterial Community Composition in Subtropical Estuarine Tidal Marshes Along a Gradient of Freshwater-Oligohaline Water,"Saltwater intrusion results in increased estuarine salinity, affecting both ecosystem nutrient dynamics and bacterial community composition in estuarine tidal marshes. However, whether soil microbial biomass (SMB) and bacterial community composition have different responses to low levels of salinity increase is largely unknown. We designed an experiment to investigate the stoichiometry of microbial biomass and bacterial community composition in both the rhizospheres and bulk soils along a low-level salinity gradient across two freshwater and three oligohaline marshes. Soil microbial biomass C (MBC) and microbial biomass nitrogen (MBN) significantly decreased in both rhizospheres and bulk soils as salinity increased, while microbial biomass phosphorus (MBP) increased only in the rhizospheres. Rhizospheric effects increased the concentrations of MBC and MBP but did not significantly affect the concentration of MBN relative to the bulk soils. MBC/MBN/MBP ratios fluctuated drastically, and no clear trends were observed for both the rhizospheres and bulk soils along the salinity gradient. The composition of the bacterial communities changed greatly with increases in salinity, affected by changes in the proportional frequencies of the bacterial taxa, while bacterial alpha diversity was not significantly affected by salinity. A redundancy analysis found that the overlying water salinity and sulfate and soil total organic carbon had a synergistic effect on SMB and bacterial community composition. Our findings demonstrate that increased salinity, even in the low-level salinity range, had a large effect on decreasing MBC and MBN pools, increasing MBP stocks, and affecting bacterial community composition. However, it had a small effect on bacterial diversity. Also, rhizospheres exerted a major control on increasing MBC and MBP but rarely affected bacterial community composition or diversity.",10.1007/s10021-019-00468-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075990620&doi=10.1007%2fs10021-019-00468-5&partnerID=40&md5=5a74a2c7b32baeb3c4fae87fbcbe725d,Hu_2020_90074767,"Hu, Minjie; Penuelas, Josep; Sardans, Jordi; Yang, Xianyu; Tong, Chuan; Zou, Shuangquan; Cao, Wenzhi"
