Article ID,Article Title,User Name,Resolve?,Include,Location of interest,Less interest,Primary data?,Dataset already extracted?,User Note,Title,Journal,Authors
90074874,Changes in organic carbon accumulation driven by mangrove expansion and deforestation in a New Zealand estuary,taniamaxwell7,,TRUE, Oceania,,FALSE,,,Changes in organic carbon accumulation driven by mangrove expansion and deforestation in a New Zealand estuary,,"Perez, Alexander; Machado, Wilson; Gutierrez, Dimitri; Stokes, Debra; Sanders, Luciana; Smoak, Joseph M.; Santos, Isaac; Sanders, Christian J."
90074875,Diagenetic processes on metals in hypersaline mudflat sediments from a subtropical saltmarsh (SE Gulf of California): Postdepositional mobility and geochemical fractions,taniamaxwell7,,TRUE,North America,,FALSE,,,Diagenetic processes on metals in hypersaline mudflat sediments from a subtropical saltmarsh (SE Gulf of California): Postdepositional mobility and geochemical fractions,,"Soto-Jimenez, M. F.; Paez-Osuna, F."
90074876,Carbon sequestration and storage in Norwegian Arctic coastal wetlands: Impacts of climate change,taniamaxwell7,,TRUE, Europe,,TRUE,,,Carbon sequestration and storage in Norwegian Arctic coastal wetlands: Impacts of climate change,,"Ward, Raymond D."
90074877,Relationships Between Salinity and Short-Term Soil Carbon Accumulation Rates from Marsh Types Across a Landscape in the Mississippi River Delta,taniamaxwell7,,FALSE,,USA,FALSE,,,Relationships Between Salinity and Short-Term Soil Carbon Accumulation Rates from Marsh Types Across a Landscape in the Mississippi River Delta,,"Baustian, Melissa M.; Stagg, Camille L.; Perry, Carey L.; Moss, Leland C.; Carruthers, Tim J. B.; Allison, Mead"
90074878,Stronger network connectivity with lower diversity of soil fungal community was presented in coastal marshes after sixteen years of freshwater restoration,taniamaxwell7,,FALSE,, China,FALSE,,,Stronger network connectivity with lower diversity of soil fungal community was presented in coastal marshes after sixteen years of freshwater restoration,,"Xiao, Rong; Guo, Yutong; Zhang, Mingxiang; Pan, Wenbin; Wang, Jian Jim"
90074879,"Modern foraminifera, delta C-13, and bulk geochemistry of central Oregon tidal marshes and their application in paleoseismology",taniamaxwell7,,FALSE,North America,,FALSE,,,"Modern foraminifera, delta C-13, and bulk geochemistry of central Oregon tidal marshes and their application in paleoseismology",,"Engelhart, Simon E.; Horton, Benjamin P.; Vane, Christopher H.; Nelson, Alan R.; Witter, Robert C.; Brody, Sarah R.; Hawkes, Andrea D."
90074880,"Holocene sea-level fluctuations inferred from the evolution of depositional environments of the southern Langebaan Lagoon salt marsh, South Africa",taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,"Holocene sea-level fluctuations inferred from the evolution of depositional environments of the southern Langebaan Lagoon salt marsh, South Africa",,"Compton, J.S."
90074881,"SPATIAL DISTRIBUTIONS OF THE SOFTSTEM BULRUSH, SCIRPUS-VALIDUS, ACROSS A SALINITY GRADIENT",taniamaxwell7,,FALSE,,USA,FALSE,,,"SPATIAL DISTRIBUTIONS OF THE SOFTSTEM BULRUSH, SCIRPUS-VALIDUS, ACROSS A SALINITY GRADIENT",,"Latham, P.J.; Pearlstine, L.G.; Kitchens, W.M."
90074882,"Uptake and partitioning of metals in the Australian saltmarsh halophyte, samphire (Sarcocornia quinqueflora)",taniamaxwell7,,FALSE,, Australia,FALSE,,,"Uptake and partitioning of metals in the Australian saltmarsh halophyte, samphire (Sarcocornia quinqueflora)",,"Varhammar, Angelica; McLean, Christopher M.; Yu, Richard Man Kit; MacFarlane, Geoff R."
90074883,Accelerating the restoration of vegetation in a southern California salt marsh,taniamaxwell7,,FALSE,,USA,FALSE,,,Accelerating the restoration of vegetation in a southern California salt marsh,,"O'Brien, Erin L.; Zedler, Joy B."
90074884,"Characterization of Microbial Mats from a Siliciclastic Tidal Flat (Bahia Blanca Estuary, Argentina)",taniamaxwell7,,FALSE,,,FALSE,,,"Characterization of Microbial Mats from a Siliciclastic Tidal Flat (Bahia Blanca Estuary, Argentina)",,"Pan, Jeronimo; Bournod, Constanza N.; Pizani, Natalia V.; Cuadrado, Diana G.; Carmona, Noelia B."
90074885,Organic carbon isotope systematics of coastal marshes,taniamaxwell7,,FALSE, Europe,USA,FALSE,,,Organic carbon isotope systematics of coastal marshes,,"Middelburg, J.J.; Nieuwenhuize, J.; Lubberts, R.K.; Van De Plassche, O."
90074886,Fungi drive soil multifunctionality in the coastal salt marsh ecosystem,taniamaxwell7,,FALSE,, China,FALSE,,,Fungi drive soil multifunctionality in the coastal salt marsh ecosystem,,"Li, Jing; Cui, Lijuan; Delgado-Baquerizo, Manuel; Wang, Juntao; Zhu, Yinuo; Wang, Rumiao; Li, Wei; Lei, Yinru; Zhai, Xiajie; Zhao, Xinsheng; Singh, Brajesh K"
90074888,Heterotrophic nitrogen fixation in oligotrophic tropical marshes: changes after phosphorus addition,taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Heterotrophic nitrogen fixation in oligotrophic tropical marshes: changes after phosphorus addition,,"Cerna, Barbora; Rejmankova, Eliska; Snyder, Jenise M.; Santruckova, Hana"
90074889,Enhanced Lateral Exchange of Carbon and Nitrogen in a Coastal Wetland With Invasive Spartina alterniflora,taniamaxwell7,,FALSE,, China,TRUE,,,Enhanced Lateral Exchange of Carbon and Nitrogen in a Coastal Wetland With Invasive Spartina alterniflora,,"Gao, Yu; Peng, Rong-Hao; Ouyang, Zu-Tao; Shao, Chang-Liang; Chen, Ji-Quan; Zhang, Ting-Ting; Guo, Hai-Qiang; Tang, Jian-Wu; Zhao, Feng; Zhuang, Ping; Zhao, Bin"
90074892,Nitrogen cycling through a fringing marsh-aquifer ecotone,taniamaxwell7,,FALSE,,USA,FALSE,,,Nitrogen cycling through a fringing marsh-aquifer ecotone,,"Tobias, CR; Anderson, IC; Canuel, EA; Macko, SA"
90074893,Biogeographic gradients in ecosystem processes of the invasive ecosystem engineer Phragmites australis,taniamaxwell7,,FALSE,,USA,FALSE,,,Biogeographic gradients in ecosystem processes of the invasive ecosystem engineer Phragmites australis,,"Hughes, A. Randall; Schenck, Forest R.; Bloomberg, Jeanne; Hanley, Torrance C.; Feng, Dongmei; Gouhier, Tarik C.; Beighley, R. Edward; Kimbro, David L."
90074896,Limits on carbon sequestration in arid blue carbon ecosystems,taniamaxwell7,,FALSE, Africa/Middle East,,,TRUE,,Limits on carbon sequestration in arid blue carbon ecosystems,,"Schile, Lisa M.; Kauffman, J. Boone; Crooks, Stephen; Fourqurean, James W.; Glavan, Jane; Megonigal, J. Patrick"
90074897,"The role of soil as a carbon sink in coastal salt-marsh and agropastoral systems at La Pletera, NE Spain",taniamaxwell7,,TRUE, Europe,,TRUE,,,"The role of soil as a carbon sink in coastal salt-marsh and agropastoral systems at La Pletera, NE Spain",,"Gispert, Maria; Phang, Chantha; Carrasco-Barea, Lorena"
90074898,An assessment of ecological conditions in a constructed tidal marsh and two natural reference tidal marshes in coastal Virginia,taniamaxwell7,,FALSE,,USA,FALSE,,,An assessment of ecological conditions in a constructed tidal marsh and two natural reference tidal marshes in coastal Virginia,,"Havens, K.J.; Varnell, L.M.; Bradshaw, J.G."
90074899,"Soil Organic Carbon Storage in Tidal Wetland and Its Relationships With Soil Physico-Chemical Factors : A Case Study of Dongtan of Chongming, Shanghai",taniamaxwell7,,FALSE,, China,TRUE,,,"Soil Organic Carbon Storage in Tidal Wetland and Its Relationships With Soil Physico-Chemical Factors : A Case Study of Dongtan of Chongming, Shanghai",,Jiang Jun-yan; Huang Xing; Li Xiu-zhen; Yan Zhong-zheng; Li Xi-zhi; Ding Wen-hui
90074900,Potential fate of wetland soil carbon in a deltaic coastal wetland subjected to high relative sea level rise,taniamaxwell7,,FALSE,,USA,FALSE,,,Potential fate of wetland soil carbon in a deltaic coastal wetland subjected to high relative sea level rise,,"Haywood, Benjamin J.; Hayes, Michael P.; White, John R.; Cook, Robert L."
90074901,Local geomorphological gradients affect sedimentary organic carbon storage: A Blue Carbon case study from sub-tropical Australia,taniamaxwell7,,FALSE,, Australia,TRUE,,,Local geomorphological gradients affect sedimentary organic carbon storage: A Blue Carbon case study from sub-tropical Australia,,"Cacho, Celina V.; Conrad, Stephen R.; Brown, Dylan R.; Riggs, Alena; Gardner, Kristen; Li, Leduo; Laicher-Edwards, Dylan; Tischler, Lucy; Hoffman, Roxanne; Brown, Tabitha; Sanders, Christian J."
90074902,Coastal Biodiversity and Ecosystem Service Sustainability (CBESS) soil organic matter content from three soil depths on saltmarsh sites at Morecambe Bay and Essex,taniamaxwell7,,FALSE,, UK,,TRUE,,Coastal Biodiversity and Ecosystem Service Sustainability (CBESS) soil organic matter content from three soil depths on saltmarsh sites at Morecambe Bay and Essex,,"Ford, H; Garbutt, A; Skov, M"
90074903,"Holocene environmental history and evolution of a tidal salt marsh in San Francisco Bay, California",taniamaxwell7,,FALSE,,USA,FALSE,,,"Holocene environmental history and evolution of a tidal salt marsh in San Francisco Bay, California",,"Goman, M.; Malamud-Roam, R.; Ingram, B. L."
90074904,The use of multivariate analysis to link sediment contamination and toxicity data to establish sediment quality guidelines: An example in the Gulf of Cadiz (Spain),taniamaxwell7,,FALSE, Europe,,FALSE,,,The use of multivariate analysis to link sediment contamination and toxicity data to establish sediment quality guidelines: An example in the Gulf of Cadiz (Spain),,"DelValls, TA; Forja, JM; Gomez-Parra, A"
90074905,"Organochlorine contaminants in a coastal lagoon in Argentina: Analysis of sediment, crabs, and cordgrass from two different habitats",taniamaxwell7,,TRUE, Central/South America,,FALSE,,,"Organochlorine contaminants in a coastal lagoon in Argentina: Analysis of sediment, crabs, and cordgrass from two different habitats",,"Menone, ML; Bortolus, A; Botto, F; de Moreno, JEA; Moreno, VJ; Iribarne, O; Metcalfe, TL; Metcalfe, CD"
90074906,Importance of Biogeomorphic and Spatial Properties in Assessing a Tidal Salt Marsh Vulnerability to Sea-level Rise,taniamaxwell7,,FALSE,,USA,FALSE,,,Importance of Biogeomorphic and Spatial Properties in Assessing a Tidal Salt Marsh Vulnerability to Sea-level Rise,,"Thorne, Karen M.; Elliott-Fisk, Deborah L.; Wylie, Glenn D.; Perry, William M.; Takekawa, John Y."
90074907,Geochemical evidences of the anthropogenic alteration of trace metal composition of the sediments of Chiricahueto marsh (SE Gulf of California),taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Geochemical evidences of the anthropogenic alteration of trace metal composition of the sediments of Chiricahueto marsh (SE Gulf of California),,"Soto-Jiménez, M.; Páez-Osuna, F.; Ruiz-Fernández, A.C."
90074908,"Nitrogen Fixation Activity (Acetylene Reduction) in the Rhizosphere of Salt Marsh Angiosperms, Georgia, U.S.A",taniamaxwell7,,FALSE,,USA,FALSE,,,"Nitrogen Fixation Activity (Acetylene Reduction) in the Rhizosphere of Salt Marsh Angiosperms, Georgia, U.S.A",,"Hanson, R.B."
90074909,Effects of De-Embankment on Pore Water Geochemistry of Salt Marsh Sediments,taniamaxwell7,,FALSE, Europe,,FALSE,,,Effects of De-Embankment on Pore Water Geochemistry of Salt Marsh Sediments,,"Kolditz, K.; Dellwig, O.; Barkowski, J.; Beck, M.; Freund, H.; Brumsack, H. -J."
90074910,Contributions of ant mounds to soil carbon and nitrogen pools in a marsh wetland of Northeastern China,taniamaxwell7,,FALSE,, China,FALSE,,,Contributions of ant mounds to soil carbon and nitrogen pools in a marsh wetland of Northeastern China,,"Wu, Haitao; Batzer, Darold P.; Yan, Xiumin; Lu, Xianguo; Wu, Donghui"
90074911,Patterns of spatial and temporal distribution of the macrobenthic fauna on an estuarine macrotidal sandy beach on the Amazon coast (Brazil),taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Patterns of spatial and temporal distribution of the macrobenthic fauna on an estuarine macrotidal sandy beach on the Amazon coast (Brazil),,"dos Santos, Thuareag Monteiro Trindade; de Almeida, Mayk Ferreira; Aviz, Daiane; Rosa Filho, Jose Souto"
90074912,Accumulation of soil organic carbon linked to Holocene sea level changes in west Greenland,taniamaxwell7,,TRUE, Other,,TRUE,,,Accumulation of soil organic carbon linked to Holocene sea level changes in west Greenland,,"Jensen, Louise A.; Schmidt, Lea Bjerre; Hollesen, Jorgen; Elberling, Bo"
90074913,"Tidal Marsh Record of Nutrient Loadings in Barnegat Bay, New Jersey",taniamaxwell7,,FALSE,,USA,FALSE,,,"Tidal Marsh Record of Nutrient Loadings in Barnegat Bay, New Jersey",,"Velinsky, David J.; Paudel, Bhanu; Belton, Thomas J.; Sommerfield, Christopher K."
90074914,Contrasting responses of native and alien plant species to soil properties shed new light on the invasion of dune systems,taniamaxwell7,,TRUE, Europe (rare),,TRUE,,,Contrasting responses of native and alien plant species to soil properties shed new light on the invasion of dune systems,,"Vitti, Stefano; Pellegrini, Elisa; Casolo, Valentino; Trotta, Giacomo; Boscutti, Francesco"
90074915,"Coastal riverine wetland biogeochemistry follows soil organic matter distribution along a marsh-to-mangrove gradient (Florida, USA)",taniamaxwell7,,FALSE,,USA,TRUE,,,"Coastal riverine wetland biogeochemistry follows soil organic matter distribution along a marsh-to-mangrove gradient (Florida, USA)",,"Harttung, Sarah A.; Radabaugh, Kara R.; Moyer, Ryan P.; Smoak, Joseph M.; Chambers, Lisa G."
90074916,Coastal Biodiversity and Ecosystem Service Sustainability (CBESS) total organic carbon in mudflat and saltmarsh habitats,taniamaxwell7,,FALSE,, UK,,TRUE,,Coastal Biodiversity and Ecosystem Service Sustainability (CBESS) total organic carbon in mudflat and saltmarsh habitats,,"Wood, CL; Hawkins, SJ; Godbold, JA; Solan, M"
90074917,Quantifying how changing mangrove cover affects ecosystem carbon storage in coastal wetlands,taniamaxwell7,,FALSE,,USA,TRUE,,,Quantifying how changing mangrove cover affects ecosystem carbon storage in coastal wetlands,,"Charles, Sean P.; Kominoski, John S.; Armitage, Anna R.; Guo, Hongyu; Weaver, Carolyn A.; Pennings, Steven C."
90074918,Effect of straw decomposition on organic carbon fractions and aggregate stability in salt marshes,taniamaxwell7,,FALSE,, China,TRUE,,,Effect of straw decomposition on organic carbon fractions and aggregate stability in salt marshes,,"Wang, Chen; Pan, Yueyan; Zhang, Zhenming; Xiao, Rong; Zhang, Mingxiang"
90074919,Changes in Soil Organic Carbon Dynamics in a Native C-4 Plant-Dominated Tidal Marsh Following Spartina alterniflora Invasion,taniamaxwell7,,FALSE,, China,FALSE,,,Changes in Soil Organic Carbon Dynamics in a Native C-4 Plant-Dominated Tidal Marsh Following Spartina alterniflora Invasion,,"Jin Baoshi; Lai, Derrick Yuk Fo; Gao Dengzhou; Tong Chuan; Zeng Congsheng"
90074920,Assessing coastal carbon variability in two Delaware tidal marshes,taniamaxwell7,,FALSE,,USA,TRUE,,,Assessing coastal carbon variability in two Delaware tidal marshes,,"St Laurent, Kari A.; Hribar, Daniel J.; Carlson, Annette J.; Crawford, Calyn M.; Siok, Drexel"
90074921,"Polychaete community in mangrove and salt marsh in Zhangjiang River Estuary, Fujian Province of East China",taniamaxwell7,,FALSE,, China,FALSE,,,"Polychaete community in mangrove and salt marsh in Zhangjiang River Estuary, Fujian Province of East China",,Chen Xin-wei; Cai Li-zhe; Wu Chen; Peng Xin; Cao Jing; Xu Peng; Liu Sha; Fu Su-jing
90074922,Effects of two louisiana marsh management plans on water and materials flux and short-term sedimentation,taniamaxwell7,,FALSE,,USA,FALSE,,,Effects of two louisiana marsh management plans on water and materials flux and short-term sedimentation,,"Boumans, R.M.; Day, J.W."
90074923,"Invasive cordgrass (Spartina spp.) in south-eastern Australia induces island formation, salt marsh development, and carbon storage",taniamaxwell7,,FALSE,, Australia,TRUE,,,"Invasive cordgrass (Spartina spp.) in south-eastern Australia induces island formation, salt marsh development, and carbon storage",,"Kennedy, David M.; Konlechner, Teresa; Zavadil, Elisa; Mariani, Michela; Wong, Vanessa; Ierodiaconou, Daniel; Macreadie, Peter"
90074924,Carbon sequestration and biogeochemical cycling in a saltmarsh Subject to coastal managed realignment,taniamaxwell7,,FALSE,, UK,FALSE,,,Carbon sequestration and biogeochemical cycling in a saltmarsh Subject to coastal managed realignment,,"Burden, A.; Garbutt, R. A.; Evans, C. D.; Jones, D. L.; Cooper, D. M."
90074925,"Seasonal and spatial variability of sediment oxygen fluxes in the Beobsan intertidal flat of Taean Bay, mid-western Korean Peninsula",taniamaxwell7,,TRUE, Asia,,FALSE,,,"Seasonal and spatial variability of sediment oxygen fluxes in the Beobsan intertidal flat of Taean Bay, mid-western Korean Peninsula",,"Kim, Kyung Hee; Kim, Dongseon"
90074926,"Soil Organic Carbon Storage in Restored Salt Marshes in Huntington Beach, California",taniamaxwell7,,FALSE,,USA,TRUE,,,"Soil Organic Carbon Storage in Restored Salt Marshes in Huntington Beach, California",,"Keller, Jason K.; Takagi, Kimberly K.; Brown, Morgan E.; Stump, Kellie N.; Takahashi, Chelsea G.; Joo, Woojin; Au, Kimberlee L.; Calhoun, Caitlin C.; Chundu, Rajesh K.; Hokutan, Kanani; Mosolf, Jessica M.; Roy, Kylle"
90074927,Temporal records of organic carbon stocks and burial rates in Mexican blue carbon coastal ecosystems throughout the Anthropocene,taniamaxwell7,,TRUE, Central/South America,,TRUE,,,Temporal records of organic carbon stocks and burial rates in Mexican blue carbon coastal ecosystems throughout the Anthropocene,,"Cuellar-Martinez, Tomasa; Carolina Ruiz-Fernandez, Ana; Sanchez-Cabeza, Joan-Albert; Perez-Bernal, Libia; Guadalupe Lopez-Mendoza, Perla; Carnero-Bravo, Vladislav; Maricusa Agraz-Hernandez, Claudia; Ine van Tussenbroek, Brigitta; Sandoval-Gil, Jose; Gilberto Cardoso-Mohedano, Jose; Vazquez-Molina, Yosahandy; Aldana-Gutierrez, Giovanni"
90074928,"Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States",taniamaxwell7,,FALSE,,USA,FALSE,,,"Carbon accumulation and vertical accretion in a restored versus historic salt marsh in southern Puget Sound, Washington, United States",,"Drexler, Judith Z.; Woo, Isa; Fuller, Christopher C.; Nakai, Glynnis"
90074929,"Seventy years of continuous encroachment substantially increases ""blue carbon' capacity as mangroves replace intertidal salt marshes",taniamaxwell7,,FALSE,, Australia,TRUE,,,"Seventy years of continuous encroachment substantially increases ""blue carbon' capacity as mangroves replace intertidal salt marshes",,"Kelleway, Jeffrey J.; Saintilan, Neil; Macreadie, Peter I.; Skilbeck, Charles G.; Zawadzki, Atun; Ralph, Peter J."
90074930,Factors influencing blue carbon accumulation across a 32-year chronosequence of created coastal marshes,taniamaxwell7,,FALSE,,USA,FALSE,,,Factors influencing blue carbon accumulation across a 32-year chronosequence of created coastal marshes,,"Abbott, Katherine M.; Elsey-Quirk, Tracy; DeLaune, Ronald D."
90074931,Nutrients and zooplankton composition and dynamics in relation to the hydrological pattern in a confined Mediterranean salt marsh (NE Iberian Peninsula),taniamaxwell7,,FALSE, Europe,,FALSE,,,Nutrients and zooplankton composition and dynamics in relation to the hydrological pattern in a confined Mediterranean salt marsh (NE Iberian Peninsula),,"Badosa, A.; Boix, D.; Brucet, S.; López-Flores, R.; Quintana, X.D."
90074932,"Interpreting ecological patterns in an intact estuary, South-west New Zealand World Heritage Area",taniamaxwell7,,TRUE, Oceania,,FALSE,,,"Interpreting ecological patterns in an intact estuary, South-west New Zealand World Heritage Area",,"Dickinson, K.J.M.; Mark, A.F."
90074933,Anthropogenic influence in the Sado estuary (Portugal): a geochemical approach,taniamaxwell7,,FALSE, Europe,,FALSE,,,Anthropogenic influence in the Sado estuary (Portugal): a geochemical approach,,"Freitas, M. C.; Andrade, C.; Cruces, A.; Munha, J.; Sousa, M. J.; Moreira, S.; Jouanneau, J. M.; Martins, L."
90074934,Effects of estuarine organic matter biogeochemistry on the bioaccumulation of PAHs by two epibenthic species,taniamaxwell7,,FALSE,,USA,FALSE,,,Effects of estuarine organic matter biogeochemistry on the bioaccumulation of PAHs by two epibenthic species,,"Mitra, S.; Klerks, P.L.; Bianchi, T.S.; Means, J.; Carman, K.R."
90074935,COMPARISON OF DEMOGRAPHIC PARAMETERS RELATING TO NATURAL-POPULATIONS OF THE POLYCHAETE NEREIS-VIRENS (SARS) AND NEPHTYS-CECA (FABRICIUS),taniamaxwell7,,FALSE,North America,,FALSE,,,COMPARISON OF DEMOGRAPHIC PARAMETERS RELATING TO NATURAL-POPULATIONS OF THE POLYCHAETE NEREIS-VIRENS (SARS) AND NEPHTYS-CECA (FABRICIUS),,"CARON, A; DESROSIERS, G; RETIERE, C; HUDIER, E"
90074936,Native plant restoration combats environmental change: development of carbon and nitrogen sequestration capacity using small cordgrass in European salt marshes,taniamaxwell7,,FALSE, Europe,,FALSE,,,Native plant restoration combats environmental change: development of carbon and nitrogen sequestration capacity using small cordgrass in European salt marshes,,"Curado, Guillermo; Rubio-Casal, Alfredo E.; Figueroa, Enrique; Grewell, Brenda J.; Castillo, Jesus M."
90074937,"Spatial and temporal variations of soil organic carbon and total nitrogen pools in the coastal reclamation area, eastern China",taniamaxwell7,,FALSE,, China,TRUE,,,"Spatial and temporal variations of soil organic carbon and total nitrogen pools in the coastal reclamation area, eastern China",,"Wang, Xiaohan; Pu, Lijie; Zhang, Meng; Wang, Qiqi; Yu, Xue"
90074938,Soil chemical and biochemical properties of a salt-marsh alluvial Spanish area after long-term reclamation,taniamaxwell7,,FALSE, Europe,,FALSE,,,Soil chemical and biochemical properties of a salt-marsh alluvial Spanish area after long-term reclamation,,"Laudicina, Vito Armando; Dolores Hurtado, Maria; Badalucco, Luigi; Delgado, Antonio; Palazzolo, Eristanna; Panno, Michele"
90074939,Long-term succession of benthic infauna communities on constructed Spartina alterniflora marshes,taniamaxwell7,,FALSE,,USA,FALSE,,,Long-term succession of benthic infauna communities on constructed Spartina alterniflora marshes,,"Craft, C.; Sacco, J."
90074940,Evaluating Tidal Marsh Sustainability in the Face of Sea-Level Rise: A Hybrid Modeling Approach Applied to San Francisco Bay,taniamaxwell7,,FALSE,,USA,FALSE,,,Evaluating Tidal Marsh Sustainability in the Face of Sea-Level Rise: A Hybrid Modeling Approach Applied to San Francisco Bay,,"Stralberg, Diana; Brennan, Matthew; Callaway, John C.; Wood, Julian K.; Schile, Lisa M.; Jongsomjit, Dennis; Kelly, Maggi; Parker, V. Thomas; Crooks, Stephen"
90074941,Tagus estuary and Ria de Aveiro salt marsh dynamics and the impact of sea level rise,taniamaxwell7,,FALSE, Europe,,FALSE,,,Tagus estuary and Ria de Aveiro salt marsh dynamics and the impact of sea level rise,,"Valentim, J. M.; Vaz, N.; Silva, H.; Duarte, B.; Cacador, I.; Dias, J. M."
90074942,Carbon outwelling and outgassing vs. burial in an estuarine tidal creek surrounded by mangrove and saltmarsh wetlands,taniamaxwell7,,FALSE,, Australia,FALSE,,,Carbon outwelling and outgassing vs. burial in an estuarine tidal creek surrounded by mangrove and saltmarsh wetlands,,"Santos, Isaac R.; Maher, Damien T.; Larkin, Reece; Webb, Jackie R.; Sanders, Christian J."
90074943,Florida mangrove saltmarsh reference surface soils,taniamaxwell7,,FALSE,,USA,FALSE,,,Florida mangrove saltmarsh reference surface soils,,"Lewis, David Bruce"
90074944,"delta C-13 and C/N as potential coastal palaeoenvironmental indicators in the Mersey Estuary, UK",taniamaxwell7,,FALSE,, UK,FALSE,,,"delta C-13 and C/N as potential coastal palaeoenvironmental indicators in the Mersey Estuary, UK",,"Wilson, GP; Lamb, AL; Leng, MJ; Gonzalez, S; Huddart, D"
90074945,"Macrobenthic Assemblages of Intertidal Flats in Southern Patagonia, Argentina",taniamaxwell7,,TRUE, Central/South America,,FALSE,,,"Macrobenthic Assemblages of Intertidal Flats in Southern Patagonia, Argentina",,"Martin, Juan P.; Lizarralde, Zulma, I; Pittaluga, Susana; Sar, Alicia M.; Perroni, Mario; Torres, Santiago"
90074946,Carbon isotopic compositions of plants and sediments of tide marshes in the San Francisco Estuary,taniamaxwell7,,FALSE,,USA,FALSE,,,Carbon isotopic compositions of plants and sediments of tide marshes in the San Francisco Estuary,,"Malamud-Roam, F.; Ingram, B.L."
90074947,THE CONTRIBUTION OF SPARTINA-ALTERNIFLORA TO THE PEDRA DE GUARATIBA RIO DE JANEIRO BRAZIL SALT MARSH SEDIMENT USING CARBON-13 AS A TRACER,taniamaxwell7,,FALSE, Central/South America,,FALSE,,,THE CONTRIBUTION OF SPARTINA-ALTERNIFLORA TO THE PEDRA DE GUARATIBA RIO DE JANEIRO BRAZIL SALT MARSH SEDIMENT USING CARBON-13 AS A TRACER,,LIMA N R W; MARTINELLI L A; VICTORIA R L; MOZETO A A
90074948,Biogenic Silica Composition and Storage in the Yellow River Delta Wetland with Implications for the Carbon Preservation,taniamaxwell7,,FALSE,, China,FALSE,,,Biogenic Silica Composition and Storage in the Yellow River Delta Wetland with Implications for the Carbon Preservation,,"Liu, Jun; Song, Zhaoliang; Wang, Jianbu; Bouwman, Alexander F.; Li, Menglu; Liu, Sen; Cao, Lei; Zang, Jiaye; Ran, Xiangbin"
90074949,"The Functions and Values of Fringing Salt Marshes in Northern New England, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"The Functions and Values of Fringing Salt Marshes in Northern New England, USA",,"Morgan, Pamela A.; Burdick, David M.; Short, Frederick T."
90074950,"Use of natural and created Spartina alterniflora salt marshes by fishery species and other aquatic fauna in Galveston Bay, Texas, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Use of natural and created Spartina alterniflora salt marshes by fishery species and other aquatic fauna in Galveston Bay, Texas, USA",,"Minello, T.J.; Webb Jr., J.W."
90074951,"Colonization, succession, and nutrition of macrobenthic assemblages in a restored wetland at Tijuana Estuary, California",taniamaxwell7,,FALSE,,USA,FALSE,,,"Colonization, succession, and nutrition of macrobenthic assemblages in a restored wetland at Tijuana Estuary, California",,"Moseman, S.M.; Levin, L.A.; Currin, C.; Forder, C."
90074952,,taniamaxwell7,,FALSE, Europe,,,TRUE,,,,"Camacho, Sarita; Moura, Delminda; Connor, Simon; Boski, Tomasz; Gomes, Ana"
90074953,Effects of different feeding habits of three bivalve species on sediment characteristics and benthic diatom abundance,taniamaxwell7,,TRUE, Asia,,FALSE,,,Effects of different feeding habits of three bivalve species on sediment characteristics and benthic diatom abundance,,"Kanaya, G; Nobata, E; Toya, T; Kikuchi, E"
90074954,Photosynthate-C-13 allocation in the plant-soil system after C-13-pulse labeling of Phragmites australis in different salt marshes,taniamaxwell7,,FALSE,, China,FALSE,,,Photosynthate-C-13 allocation in the plant-soil system after C-13-pulse labeling of Phragmites australis in different salt marshes,,"Wang, Chen; Xiao, Rong; Cui, Yuan; Ma, Ziwen; Guo, Yutong; Wang, Qian; Xiu, Yujiao; Zhang, Mingxiang"
90074955,Effects of salt marsh vegetation zonation on carbon and nitrogen cycling in Connecticut,taniamaxwell7,,FALSE,,USA,FALSE,,,Effects of salt marsh vegetation zonation on carbon and nitrogen cycling in Connecticut,,"Lawrence, Beth; Helton, Ashley; Elphick, Chris; Barry, Aidan; Ooi, Sean"
90074956,Salt marshes and eutrophication: An unsustainable outcome,taniamaxwell7,,FALSE,,USA,FALSE,,,Salt marshes and eutrophication: An unsustainable outcome,,"Turner, R. Eugene; Howes, Brian L.; Teal, John M.; Milan, Charles S.; Swenson, Erick M.; Goehringer-Toner, Dale D."
90074957,"Effect of Suaeda salsa on Soil Aggregate-Associated Organic Carbon and Nitrogen in Tidal Salt Marshes in the Liaohe Delta, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Effect of Suaeda salsa on Soil Aggregate-Associated Organic Carbon and Nitrogen in Tidal Salt Marshes in the Liaohe Delta, China",,"Mao, Rong; Zhang, Xin-Hou; Meng, He-Nan"
90074958,"Sources and distribution of organic matter in a river-dominated estuary (Winyah Bay, SC, USA)",taniamaxwell7,,FALSE,,USA,FALSE,,,"Sources and distribution of organic matter in a river-dominated estuary (Winyah Bay, SC, USA)",,"Goñi, M.A.; Teixeira, M.J.; Perkeya, D.W."
