"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","Nation","SOM_perc","SOM_perc_Heiri","N_perc","Original_source","Conv_factor","State","Location","Depth_to_bedrock_m","Season","Treatment","Replicate","n_cores","Core_type","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined"
"CCRCN",NA,NA,NA,"marsh",48.227,-122.384,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.4379153,0.96,"HM5_1",NA,6.3922942,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4379153,6.3922942,0.96
"CCRCN",NA,NA,NA,"marsh",48.226,-122.384,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",1.1248448,1.07,"LM5_3",NA,3.9877301,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1248448,3.9877301,1.07
"CCRCN",NA,NA,NA,"marsh",48.192,-122.363,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,0.63,"HM1_7",NA,9.7867001,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7867001,0.63
"CCRCN",NA,NA,NA,"marsh",48.191,-122.363,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",3.5699375,0.63,"HM1_8",NA,9.347181,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5699375,9.347181,0.63
"CCRCN",NA,NA,NA,"marsh",48.188,-122.363,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",1.1737872,0.82,"LM1_9",NA,4.4180119,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1737872,4.4180119,0.82
"CCRCN",NA,NA,NA,"marsh",48.187,-122.363,"direct from dataset",1,"United States",2015,NA,0,0.02,"EA","Core-level",NA,1.23,"LM1_10",NA,2.9822335,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9822335,1.23
"CCRCN",NA,NA,NA,"marsh",48.201,-122.372,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",2.8604188,0.76,"HM3_11",NA,7.2432432,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8604188,7.2432432,0.76
"CCRCN",NA,NA,NA,"marsh",48.2,-122.371,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",NA,0.78,"HM3_20",NA,6.6176471,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6176471,0.78
"CCRCN",NA,NA,NA,"marsh",48.217,-122.37,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",NA,0.45,"HM4_21",NA,9.1180867,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1180867,0.45
"CCRCN",NA,NA,NA,"marsh",48.216,-122.37,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",NA,0.65,"LM4_23",NA,6.4483112,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4483112,0.65
"CCRCN",NA,NA,NA,"marsh",48.204,-122.37,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",NA,1.27,"25A",NA,2.016129,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.016129,1.27
"CCRCN",NA,NA,NA,"marsh",48.202,-122.369,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",NA,0.82,"26A",NA,4.2857143,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2857143,0.82
"CCRCN",NA,NA,NA,"marsh",48.19878,-122.3652,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",NA,1.07,"27A",NA,4.4579534,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4579534,1.07
"CCRCN",NA,NA,NA,"marsh",48.19848,-122.3645,"direct from dataset",1,"United States",2016,NA,0,0.02,"EA","Core-level",1.1015298,0.82,"28A",NA,3.8011696,NA,NA,"Poppe and Rybczyk 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1015298,3.8011696,0.82
"CCRCN",NA,NA,NA,"marsh",48.0382,-122.1634,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",12.12,0.29,"MA_A",NA,20.123839,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.12,20.123839,0.29
"CCRCN",NA,NA,NA,"marsh",48.0352,-122.1626,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",4.15,0.38,"NE_A",NA,9.4155844,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,9.4155844,0.38
"CCRCN",NA,NA,NA,"marsh",48.0084999999999,-122.1483,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",15.13,0.11,"OI_A",NA,30.4157549,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.13,30.4157549,0.11
"CCRCN",NA,NA,NA,"marsh",48.0084,-122.1486,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",20.38,0.08,"OI_B",NA,NA,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.38,NA,0.08
"CCRCN",NA,NA,NA,"marsh",48.0444,-122.2048,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",6.14,0.42,"QM_A",NA,14.53125,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,14.53125,0.42
"CCRCN",NA,NA,NA,"marsh",48.0446999999999,-122.2051,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",9.72,0.27,"QM_C",NA,NA,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72,NA,0.27
"CCRCN",NA,NA,NA,"marsh",48.0394999999999,-122.1573,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",12.1,0.24,"QW_A",NA,NA,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,0.24
"CCRCN",NA,NA,NA,"marsh",48.0165999999999,-122.1636,"direct from dataset",1,"United States",2013,NA,0,0.03,"EA","Core-level",35.895,0.11,"SN_A",NA,NA,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.895,NA,0.11
"CCRCN",NA,NA,NA,"marsh",48.0167,-122.1636,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",29.66,0.17,"SN_B",NA,61.6161616,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.66,61.6161616,0.17
"CCRCN",NA,NA,NA,"marsh",47.9902,-122.1611,"direct from dataset",1,"United States",2013,NA,0,0.03,"EA","Core-level",7.005,0.32,"SP_A",NA,16.6666667,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.005,16.6666667,0.32
"CCRCN",NA,NA,NA,"marsh",48.0035999999999,-122.1616,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",1.16,1.32,"SS_A",NA,NA,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,NA,1.32
"CCRCN",NA,NA,NA,"marsh",47.975,-122.1799,"direct from dataset",1,"United States",2013,NA,0,0.02,"EA","Core-level",26.27,0.2,"WW_A",NA,47.082495,NA,NA,"Poppe et al 2019",NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.27,47.082495,0.2
"CCRCN",NA,NA,NA,"marsh",27.645191,-82.548454,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.782,"CERF_Marsh",NA,14.9,NA,NA,"Radabaugh et al 2018",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,0.782
"CCRCN",NA,NA,NA,"marsh",28.016485,-82.626214,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,0.732,"UTB_Marsh",NA,7.7,NA,NA,"Radabaugh et al 2018",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0.732
"CCRCN",NA,NA,NA,"marsh",27.845272,-82.611541,"direct from dataset",1,"United States",NA,NA,0,0.01,"EA","Core-level",NA,1.098,"WISB",NA,2.4154589,NA,NA,"Radabaugh et al 2018",NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4154589,1.098
"CCRCN",NA,NA,NA,"marsh",54.18008,-130.18214,"direct from dataset",1,"Canada",2014,NA,0.1,0.17,"EA","Core-level",17.95,0.24,"391",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.95,NA,0.24
"CCRCN",NA,NA,NA,"marsh",54.18011,-130.1823,"direct from dataset",1,"Canada",2014,NA,0.08,0.15,"EA","Core-level",6.57,0.5,"392",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,NA,0.5
"CCRCN",NA,NA,NA,"marsh",54.18072,-130.18513,"direct from dataset",1,"Canada",2014,NA,0.1,0.17,"EA","Core-level",1.33,1.24,"393",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,1.24
"CCRCN",NA,NA,NA,"marsh",54.18108,-130.18519,"direct from dataset",1,"Canada",2014,NA,0.01,0.08,"EA","Core-level",6.33,0.46,"394",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,NA,0.46
"CCRCN",NA,NA,NA,"marsh",54.18097,-130.18494,"direct from dataset",1,"Canada",2014,NA,0,0.07,"EA","Core-level",18.41,0.22,"395",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.41,NA,0.22
"CCRCN",NA,NA,NA,"marsh",54.16811,-130.15836,"direct from dataset",1,"Canada",2014,NA,0.1,0.17,"EA","Core-level",12.77,0.31,"396",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.77,NA,0.31
"CCRCN",NA,NA,NA,"marsh",54.16805,-130.1585,"direct from dataset",1,"Canada",2014,NA,0.35,0.42,"EA","Core-level",3.17,0.64,"397",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,NA,0.64
"CCRCN",NA,NA,NA,"marsh",54.1683,-130.15872,"direct from dataset",1,"Canada",2014,NA,0.1,0.17,"EA","Core-level",1.42,1.09,"398",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,1.09
"CCRCN",NA,NA,NA,"marsh",54.16633,-130.15577,"direct from dataset",1,"Canada",2014,NA,0.25,0.32,"EA","Core-level",4.55,0.59,"399",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,NA,0.59
"CCRCN",NA,NA,NA,"marsh",54.17294,-130.16883,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",4.66,0.55,"400",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,NA,0.55
"CCRCN",NA,NA,NA,"marsh",54.17291,-130.16897,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",3.05,0.72,"401",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,0.72
"CCRCN",NA,NA,NA,"marsh",54.17286,-130.16905,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",0.92,1.1,"402",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,1.1
"CCRCN",NA,NA,NA,"marsh",54.17089,-130.18833,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",15.04,0.24,"403",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.04,NA,0.24
"CCRCN",NA,NA,NA,"marsh",54.17103,-130.18833,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",5.6,0.55,"404",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,0.55
"CCRCN",NA,NA,NA,"marsh",54.17128,-130.18819,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",1.16,1.22,"405",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,NA,1.22
"CCRCN",NA,NA,NA,"marsh",54.17024,-130.18661,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",1.83,1.23,"406",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,NA,1.23
"CCRCN",NA,NA,NA,"marsh",54.17008,-130.18672,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",3.84,0.6,"407",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,NA,0.6
"CCRCN",NA,NA,NA,"marsh",54.17011,-130.18686,"direct from dataset",1,"Canada",2017,NA,0.2,0.27,"EA","Core-level",25.03,0.18,"408",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.03,NA,0.18
"CCRCN",NA,NA,NA,"marsh",54.16933,-130.1853,"direct from dataset",1,"Canada",2017,NA,0.1,0.17,"EA","Core-level",11.87,0.34,"409",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.87,NA,0.34
"CCRCN",NA,NA,NA,"marsh",54.16955,-130.18533,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",4.85,0.51,"410",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,NA,0.51
"CCRCN",NA,NA,NA,"marsh",54.16958,-130.18511,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",1.44,1.31,"411",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,1.31
"CCRCN",NA,NA,NA,"marsh",54.16341,-130.15108,"direct from dataset",1,"Canada",2017,NA,0.1,0.17,"EA","Core-level",10.79,0.3,"412",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.79,NA,0.3
"CCRCN",NA,NA,NA,"marsh",54.16327,-130.15144,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",5.93,0.44,"413",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,NA,0.44
"CCRCN",NA,NA,NA,"marsh",54.16166,-130.14941,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",18.9,0.15,"414",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,0.15
"CCRCN",NA,NA,NA,"marsh",54.15858,-130.16616,"direct from dataset",1,"Canada",2017,NA,0.1,0.17,"EA","Core-level",15.45,0.33,"416",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.45,NA,0.33
"CCRCN",NA,NA,NA,"marsh",54.15852,-130.16586,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",6.32,0.54,"417",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32,NA,0.54
"CCRCN",NA,NA,NA,"marsh",54.17883,-130.1803,"direct from dataset",1,"Canada",2017,NA,0.75,0.82,"EA","Core-level",1.61,1.34,"419",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,NA,1.34
"CCRCN",NA,NA,NA,"marsh",54.17891,-130.18011,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",5.83,0.42,"420",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,NA,0.42
"CCRCN",NA,NA,NA,"marsh",54.17902,-130.17991,"direct from dataset",1,"Canada",2017,NA,0,0.07,"EA","Core-level",9.46,0.14,"421",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,"British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46,NA,0.14
"CCRCN",NA,NA,NA,"marsh",54.16308,-130.15194,"direct from dataset",1,"Canada",2017,NA,0.1,0.17,"EA","Core-level",1.6,1.19,"422",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,1.19
"CCRCN",NA,NA,NA,"marsh",54.16163,-130.1498,"direct from dataset",1,"Canada",2017,NA,0.1,0.17,"EA","Core-level",1.2,1.2,"423",NA,NA,NA,NA,"Sanborn and Coxson 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,1.2
"CCRCN",NA,NA,NA,"marsh",29.61517,-92.645,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.3852,"09WCC01_01",NA,12.21,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.21,0.3852
"CCRCN",NA,NA,NA,"marsh",29.6322,-92.5786,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.4442,"09WCC01_02",NA,11.33,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.33,0.4442
"CCRCN",NA,NA,NA,"marsh",29.58866,-92.60558,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.3915,"09WCC01_03",NA,14.66,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.66,0.3915
"CCRCN",NA,NA,NA,"marsh",29.58853,-92.60448,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.4721,"09WCC01_04",NA,10.03,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.03,0.4721
"CCRCN",NA,NA,NA,"marsh",29.58832,-92.60329,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.3104,"09WCC01_05",NA,23.45,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.45,0.3104
"CCRCN",NA,NA,NA,"marsh",29.59756,-92.60445,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.4457,"09WCC01_06",NA,11.08,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.08,0.4457
"CCRCN",NA,NA,NA,"marsh",29.6111,-92.60441,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.3823,"09WCC01_07",NA,15.3,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,0.3823
"CCRCN",NA,NA,NA,"marsh",29.62016,-92.60437,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.3101,"09WCC01_08",NA,20.99,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.99,0.3101
"CCRCN",NA,NA,NA,"marsh",29.63649,-92.60405,"direct from dataset",1,"United States",2009,NA,0,0.02,"EA","Core-level",NA,0.2011,"09WCC01_09",NA,17.35,NA,NA,"Smith et al 2015",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35,0.2011
"CCRCN",NA,NA,NA,"marsh",39.08793,-75.43755,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.733,"SJR_1_2017",NA,12.8021486123545,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8021486123545,0.733
"CCRCN",NA,NA,NA,"marsh",39.08746,-75.43816,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",4.92,0.729,"SJR_2_2017",NA,14.7750511247444,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,14.7750511247444,0.729
"CCRCN",NA,NA,NA,"marsh",39.08715,-75.43875,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.763,"SJR_3_2017",NA,14.2122186495177,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2122186495177,0.763
"CCRCN",NA,NA,NA,"marsh",39.08674,-75.43939,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",4.53,0.656,"SJR_4_2017",NA,15.538362346873,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,15.538362346873,0.656
"CCRCN",NA,NA,NA,"marsh",39.08599,-75.44081,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.682,"SJR_5_2017",NA,15.3092783505155,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3092783505155,0.682
"CCRCN",NA,NA,NA,"marsh",39.08952,-75.43815,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",4.05,0.751,"SJR_6_2017",NA,16.1904761904762,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,16.1904761904762,0.751
"CCRCN",NA,NA,NA,"marsh",39.08953,-75.43816,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.775,"SJR_7_2017",NA,12.8688010043942,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8688010043942,0.775
"CCRCN",NA,NA,NA,"marsh",39.08957,-75.4381,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,NA,"SJR_8_2017",NA,41.5141430948419,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5141430948419,NA
"CCRCN",NA,NA,NA,"marsh",39.09011,-75.43624,"direct from dataset",1,"United States",2017,NA,0,0.15,"EA","Core-level",NA,0.684,"SJR_9_2017",NA,16.7645488521089,NA,NA,"StLaurent et al 2020",NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7645488521089,0.684
